locus_tag,state,FUN,KO,KA,COG,CA,NCBI,baseMean.WT,log2FoldChange.WT,lfcSE.WT,stat.WT,pvalue.WT,padj.WT,WT1IN.WT,WT3IN.WT,WT1NFR5.WT,WT3NFR5.WT,WT1GIFU.WT,WT3GIFU.WT,WT1COL0.WT,WT3COL0.WT,baseMean.NS,log2FoldChange.NS,lfcSE.NS,stat.NS,pvalue.NS,padj.NS,NS1IN.NS,NS3IN.NS,NS1NFR5.NS,NS3NFR5.NS,NS1GIFU.NS,NS3GIFU.NS,NS1COL0.NS,NS3COL0.NS
R7A2020_09360,WT-IN-ES,S,NA,NA,NA,NA,MaoC family dehydratase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_10520,NS-IN-ES,S,NA,NA,NA,NA,metallophosphoesterase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_10520,WT-IN-ES,S,NA,NA,NA,NA,metallophosphoesterase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_25310,NS-IN-ES,S,NA,NA,NA,NA,methyltransferase domain-containing protein,111.4300319865292,1.6202892503889268,1.6604942958271003,3.3096449204543035,0.3463025057775,0.8591846390675885,469.66560831855406,24.171152563960344,25.67769280084424,155.18350307734974,24.174123210221705,133.79963357571756,25.789800364054653,32.97874198153131,118.86349090140304,0.07083262927814907,1.238265725620531,1.544788784038758,0.6719723414105416,0.9543635344586647,178.1246511370285,216.64012186698338,110.64952781033215,101.55903003194896,49.049970732210326,92.90997174899412,137.07047743687195,64.90417644685493
R7A2020_25310,WT-IN-ES,S,NA,NA,NA,NA,methyltransferase domain-containing protein,111.4300319865292,1.6202892503889268,1.6604942958271003,3.3096449204543035,0.3463025057775,0.8591846390675885,469.66560831855406,24.171152563960344,25.67769280084424,155.18350307734974,24.174123210221705,133.79963357571756,25.789800364054653,32.97874198153131,118.86349090140304,0.07083262927814907,1.238265725620531,1.544788784038758,0.6719723414105416,0.9543635344586647,178.1246511370285,216.64012186698338,110.64952781033215,101.55903003194896,49.049970732210326,92.90997174899412,137.07047743687195,64.90417644685493
R7A2020_29855,ICE-IN-ES,S,NA,NA,NA,NA,methyltransferase domain-containing protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30110,ICE-IN-ES,S,NA,NA,NA,NA,MmgE/PrpD family protein,141.04046240130182,2.3975412584352838,1.3718736867721257,6.791971806299983,0.07883236584134605,0.5773975045437689,78.52453388291282,342.59981460222053,154.98321726223844,35.89278302469314,325.9029943896556,154.0251595813493,24.71522534888571,11.679971118459004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_28775,ICE-IN-ES,S,NA,NA,NA,NA,NADAR family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_20880,IN-NS-CE,S,NA,NA,NA,NA,nucleotidyltransferase,95.91207040213149,0.5156970418741438,1.4666890452344596,1.2670874662674976,0.7369629188023297,0.9656869958540437,77.04293890398993,87.22633316559602,84.36956205991679,76.00824640523253,252.48528686231558,77.7904846370451,84.891426198346565,27.482284984609425,181.40066719824452,0.39176469023010757,1.1380819069796322,0.6864400822636725,0.8763886492785252,0.9854251993123325,249.1253862056343,124.94059938360417,108.13476581464278,226.71258219253252,346.69411131175934,140.37484862076286,196.46768432618313,58.75535973083709
R7A2020_20880,WT-IN-ES,S,NA,NA,NA,NA,nucleotidyltransferase,95.91207040213149,0.5156970418741438,1.4666890452344596,1.2670874662674976,0.7369629188023297,0.9656869958540437,77.04293890398993,87.22633316559602,84.36956205991679,76.00824640523253,252.48528686231558,77.7904846370451,84.891426198346565,27.482284984609425,181.40066719824452,0.39176469023010757,1.1380819069796322,0.6864400822636725,0.8763886492785252,0.9854251993123325,249.1253862056343,124.94059938360417,108.13476581464278,226.71258219253252,346.69411131175934,140.37484862076286,196.46768432618313,58.75535973083709
R7A2020_28285,NS-IN-ES,S,NA,NA,NA,NA,PAS domain S-box protein,125.26690386198493,0.20137658607309813,1.6823632574635177,1.8174036727192373,0.6111550446985532,0.9312991225919808,242.98157654335287,232.2532485493581,225.5968724645601,4.222680355846252,77.89439701071439,19.447621159261274,20.416925288209935,179.32190952457648,245.53747415241182,4.5738077384748275,1.0740026621473349,27.13074266363452,5.527245579040391e-6,8.104137098998411e-4,854.5000746853257,460.7901004789805,336.97810742237516,186.70447945267384,89.18176496765514,14.138473961803454,9.709158818445097,12.29763343203567
R7A2020_28285,WT-IN-ES,S,NA,NA,NA,NA,PAS domain S-box protein,125.26690386198493,0.20137658607309813,1.6823632574635177,1.8174036727192373,0.6111550446985532,0.9312991225919808,242.98157654335287,232.2532485493581,225.5968724645601,4.222680355846252,77.89439701071439,19.447621159261274,20.416925288209935,179.32190952457648,245.53747415241182,4.5738077384748275,1.0740026621473349,27.13074266363452,5.527245579040391e-6,8.104137098998411e-4,854.5000746853257,460.7901004789805,336.97810742237516,186.70447945267384,89.18176496765514,14.138473961803454,9.709158818445097,12.29763343203567
R7A2020_01945,NS-IN-ES,S,NA,NA,NA,NA,PAS domain-containing protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_01945,WT-IN-ES,S,NA,NA,NA,NA,PAS domain-containing protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_20025,WT-IN-ES,S,NA,NA,NA,NA,PAS domain-containing protein,25.183837975956635,-1.7793294493931333,3.656115828481971,0.9366953171603356,0.8165645546736674,0.9823144935147176,37.03987447307209,72.51345769188103,0,8.445360711692503,54.61561169716755,0,0,28.856399233839895,176.4308000684957,1.1614202843407744,1.7042545175995065,2.0004998482546057,0.5723029655742377,0.9348728011737096,14.947523172338057,553.6358669934019,470.2604931939116,27.697917281440628,108.13289002328185,14.138473961803454,7.424650861163897,215.20858506062424
R7A2020_23225,NS-IN-ES,S,NA,NA,NA,NA,peptidylprolyl isomerase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23225,WT-IN-ES,S,NA,NA,NA,NA,peptidylprolyl isomerase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_22815,NS-IN-ES,S,NA,NA,NA,NA,phage recombination protein Bet,185.1621764077391,1.9260975366188597,1.2312829207199483,2.462921084721316,0.48202935723262313,0.9019067483675078,195.57053721782063,114.55024475963815,227.43099337890612,429.6577262073561,143.25406346798047,198.36573582446502,17.193200242703103,155.27491016304324,193.59464099752384,2.7652720070170265,1.299687958914025,4.877649562191863,0.18097862544129112,0.711376383074807,184.35278579216939,398.89292280269956,308.05834447194746,190.80787460547987,35.67270598706205,357.501413034173,8.566904839804497,64.90417644685493
R7A2020_22815,WT-IN-ES,S,NA,NA,NA,NA,phage recombination protein Bet,185.1621764077391,1.9260975366188597,1.2312829207199483,2.462921084721316,0.48202935723262313,0.9019067483675078,195.57053721782063,114.55024475963815,227.43099337890612,429.6577262073561,143.25406346798047,198.36573582446502,17.193200242703103,155.27491016304324,193.59464099752384,2.7652720070170265,1.299687958914025,4.877649562191863,0.18097862544129112,0.711376383074807,184.35278579216939,398.89292280269956,308.05834447194746,190.80787460547987,35.67270598706205,357.501413034173,8.566904839804497,64.90417644685493
R7A2020_04070,NS-IN-ES,S,K08973,protoporphyrinogen IX oxidase [EC:1.3.99.-],S,Uncharacterised protein family (UPF0093),protoporphyrinogen oxidase HemJ,42.25243660557677,1.3888001291877037,2.4526604876750397,3.295675654510589,0.3482449667484205,0.8601762480695451,133.3435481030595,117.70300378971993,38.51653920126636,3.167010266884689,5.372027380049268,24.11505023748398,0,15.802313866150419,52.63356978941864,2.0000483176720643,2.5006497480678798,0.8121865984544456,0.8465499942421753,0.9816449669656677,3.7368807930845143,58.458445583154244,71.67071687714696,135.41204004259862,0,99.97920872989584,0.5711269893202998,51.24013930014863
R7A2020_04070,WT-IN-ES,S,K08973,protoporphyrinogen IX oxidase [EC:1.3.99.-],S,Uncharacterised protein family (UPF0093),protoporphyrinogen oxidase HemJ,42.25243660557677,1.3888001291877037,2.4526604876750397,3.295675654510589,0.3482449667484205,0.8601762480695451,133.3435481030595,117.70300378971993,38.51653920126636,3.167010266884689,5.372027380049268,24.11505023748398,0,15.802313866150419,52.63356978941864,2.0000483176720643,2.5006497480678798,0.8121865984544456,0.8465499942421753,0.9816449669656677,3.7368807930845143,58.458445583154244,71.67071687714696,135.41204004259862,0,99.97920872989584,0.5711269893202998,51.24013930014863
R7A2020_20935,NS-IN-ES,S,NA,NA,NA,NA,RDD family protein,79.10463363725292,-1.1149990339917002,1.619908663168354,3.0412094302503903,0.3853150304165588,0.8702995362404078,31.11349455738055,118.75392346641387,35.76535782974734,11.612370978577193,178.17224143830072,154.80306442771976,31.16267543989937,71.45394095998451,160.41494562102378,1.6169123796699396,1.2848259097478576,3.836192402351287,0.2797043210183579,0.7864079312264299,62.281346551408575,89.40703442129472,300.51405848487934,114.89506427856853,55.73860310478446,525.1433185812712,93.66482624852917,41.67531329745422
R7A2020_20935,WT-IN-ES,S,NA,NA,NA,NA,RDD family protein,79.10463363725292,-1.1149990339917002,1.619908663168354,3.0412094302503903,0.3853150304165588,0.8702995362404078,31.11349455738055,118.75392346641387,35.76535782974734,11.612370978577193,178.17224143830072,154.80306442771976,31.16267543989937,71.45394095998451,160.41494562102378,1.6169123796699396,1.2848259097478576,3.836192402351287,0.2797043210183579,0.7864079312264299,62.281346551408575,89.40703442129472,300.51405848487934,114.89506427856853,55.73860310478446,525.1433185812712,93.66482624852917,41.67531329745422
R7A2020_05905,NS-IN-ES,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,ribbon-helix-helix protein,80.52713446392607,-2.2870858712450333,1.77954451505415,3.4882127150844866,0.32229411305932837,0.8429220370222541,22.22392468384325,214.38761404556132,54.10656697320751,8.445360711692503,23.278785313546827,16.336001773779472,42.983000606757756,262.45582160302,63.87224999156398,-0.5024536786243452,1.8629576215162853,1.786251462789565,0.6179313321420183,0.9470500474613626,61.035719620380405,33.24107690022496,30.177143948272402,28.72376606964213,40.13179423544481,234.29471136702864,79.95777850484197,3.416009286676575
R7A2020_05905,WT-PL-CE,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,ribbon-helix-helix protein,80.52713446392607,-2.2870858712450333,1.77954451505415,3.4882127150844866,0.32229411305932837,0.8429220370222541,22.22392468384325,214.38761404556132,54.10656697320751,8.445360711692503,23.278785313546827,16.336001773779472,42.983000606757756,262.45582160302,63.87224999156398,-0.5024536786243452,1.8629576215162853,1.786251462789565,0.6179313321420183,0.9470500474613626,61.035719620380405,33.24107690022496,30.177143948272402,28.72376606964213,40.13179423544481,234.29471136702864,79.95777850484197,3.416009286676575
R7A2020_05905,PL-WT-UE,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,ribbon-helix-helix protein,80.52713446392607,-2.2870858712450333,1.77954451505415,3.4882127150844866,0.32229411305932837,0.8429220370222541,22.22392468384325,214.38761404556132,54.10656697320751,8.445360711692503,23.278785313546827,16.336001773779472,42.983000606757756,262.45582160302,63.87224999156398,-0.5024536786243452,1.8629576215162853,1.786251462789565,0.6179313321420183,0.9470500474613626,61.035719620380405,33.24107690022496,30.177143948272402,28.72376606964213,40.13179423544481,234.29471136702864,79.95777850484197,3.416009286676575
R7A2020_11910,NS-IN-ES,S,NA,NA,NA,NA,ribbon-helix-helix protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_11910,WT-IN-ES,S,NA,NA,NA,NA,ribbon-helix-helix protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06050,NS-IN-ES,S,K07126,uncharacterized protein,S,"COG0790 FOG TPR repeat, SEL1 subfamily",sel1 repeat family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06050,WT-IN-ES,S,K07126,uncharacterized protein,S,"COG0790 FOG TPR repeat, SEL1 subfamily",sel1 repeat family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_16955,NS-IN-ES,S,K07126,uncharacterized protein,S,"COG0790 FOG TPR repeat, SEL1 subfamily",sel1 repeat family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_16955,WT-IN-ES,S,K07126,uncharacterized protein,S,"COG0790 FOG TPR repeat, SEL1 subfamily",sel1 repeat family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_22810,NS-IN-ES,S,NA,NA,NA,NA,siphovirus Gp157 family protein,47.84003590138229,-3.568448132474098,2.307439505915873,6.494201554550699,0.0898914610466607,0.6018279866161932,134.8251430819824,35.73126900759355,11.004725486076103,5.278350444807814,0,2.333714539111353,188.05062765456518,5.496456996921885,39.49681784152139,-2.8014126804832458,2.2315144247544882,1.5961384202987432,0.6602657236875941,0.9543635344586647,38.61443486187331,64.18966573836545,3.7721429935340502,11.284336670216552,20.065897117722404,72.71215180356062,2.855634946601499,102.48027860029725
R7A2020_22810,WT-PL-CE,S,NA,NA,NA,NA,siphovirus Gp157 family protein,47.84003590138229,-3.568448132474098,2.307439505915873,6.494201554550699,0.0898914610466607,0.6018279866161932,134.8251430819824,35.73126900759355,11.004725486076103,5.278350444807814,0,2.333714539111353,188.05062765456518,5.496456996921885,39.49681784152139,-2.8014126804832458,2.2315144247544882,1.5961384202987432,0.6602657236875941,0.9543635344586647,38.61443486187331,64.18966573836545,3.7721429935340502,11.284336670216552,20.065897117722404,72.71215180356062,2.855634946601499,102.48027860029725
R7A2020_22810,PL-WT-UE,S,NA,NA,NA,NA,siphovirus Gp157 family protein,47.84003590138229,-3.568448132474098,2.307439505915873,6.494201554550699,0.0898914610466607,0.6018279866161932,134.8251430819824,35.73126900759355,11.004725486076103,5.278350444807814,0,2.333714539111353,188.05062765456518,5.496456996921885,39.49681784152139,-2.8014126804832458,2.2315144247544882,1.5961384202987432,0.6602657236875941,0.9543635344586647,38.61443486187331,64.18966573836545,3.7721429935340502,11.284336670216552,20.065897117722404,72.71215180356062,2.855634946601499,102.48027860029725
R7A2020_30920,ICE-IN-ES,S,NA,NA,NA,NA,SLATT domain-containing protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_16990,NS-IN-ES,S,NA,NA,NA,NA,SPOR domain-containing protein,258.4615286909292,2.6933457753579173,1.0390153968845908,7.330245321971432,0.0620844085673412,0.5358332716207315,128.89876316629085,189.16554180490704,974.8352659749081,165.74020396696537,214.8810952019707,217.8133569837263,87.04057622868446,89.31742619998063,403.0427053061055,1.8143297551713289,1.084345011480883,3.737992848928627,0.29118145285433406,0.7945972745144678,125.80832003384532,790.9083814191456,579.6526400063991,343.6593440475041,887.3585614281686,234.29471136702864,26.271841508733793,236.387842638019
R7A2020_16990,WT-IN-ES,S,NA,NA,NA,NA,SPOR domain-containing protein,258.4615286909292,2.6933457753579173,1.0390153968845908,7.330245321971432,0.0620844085673412,0.5358332716207315,128.89876316629085,189.16554180490704,974.8352659749081,165.74020396696537,214.8810952019707,217.8133569837263,87.04057622868446,89.31742619998063,403.0427053061055,1.8143297551713289,1.084345011480883,3.737992848928627,0.29118145285433406,0.7945972745144678,125.80832003384532,790.9083814191456,579.6526400063991,343.6593440475041,887.3585614281686,234.29471136702864,26.271841508733793,236.387842638019
R7A2020_17725,NS-IN-ES,S,K09159,antitoxin CptB,S,Flavinator of succinate dehydrogenase,succinate dehydrogenase assembly factor 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_17725,WT-IN-ES,S,K09159,antitoxin CptB,S,Flavinator of succinate dehydrogenase,succinate dehydrogenase assembly factor 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24070,NS-IN-ES,S,K02426,cysteine desulfuration protein SufE,S,SufE protein probably involved in Fe-S center assembly,SufE family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24070,WT-IN-ES,S,K02426,cysteine desulfuration protein SufE,S,SufE protein probably involved in Fe-S center assembly,SufE family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_01420,NS-IN-ES,S,NA,NA,NA,NA,TIGR02300 family protein,47.04247878877862,0.6372226290267947,2.4532816098427985,1.7355224443058859,0.6290654338331605,0.9394200083004548,66.67177405152975,5.25459838346964,0.9170604571730085,45.39381382534721,2.686013690024634,225.5924054474308,23.640650333716763,6.1835141215371205,40.03510051365285,-3.845096008210006,2.6430941285192695,1.812937970352209,0.6121235437928926,0.9470500474613626,44.84256951701418,27.50985674501376,0,12.310185458418056,2.2295441241913783,55.54400484994214,176.47823969997265,1.36640371467063
R7A2020_01420,WT-IN-ES,S,NA,NA,NA,NA,TIGR02300 family protein,47.04247878877862,0.6372226290267947,2.4532816098427985,1.7355224443058859,0.6290654338331605,0.9394200083004548,66.67177405152975,5.25459838346964,0.9170604571730085,45.39381382534721,2.686013690024634,225.5924054474308,23.640650333716763,6.1835141215371205,40.03510051365285,-3.845096008210006,2.6430941285192695,1.812937970352209,0.6121235437928926,0.9470500474613626,44.84256951701418,27.50985674501376,0,12.310185458418056,2.2295441241913783,55.54400484994214,176.47823969997265,1.36640371467063
R7A2020_06145,NS-IN-ES,S,NA,NA,NA,NA,TonB family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06145,WT-IN-ES,S,NA,NA,NA,NA,TonB family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06165,NS-IN-ES,S,K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],D,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",tRNA lysidine(34) synthetase TilS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06165,WT-IN-ES,S,K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],D,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",tRNA lysidine(34) synthetase TilS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_12945,NS-PL-CE,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,type II toxin-antitoxin system HicB family antitoxin,33.49830953580529,0.3450224884285571,2.287926185850761,1.9358825519209404,0.5858205789203434,0.9272083595187895,71.11655898829841,72.51345769188103,21.092390514979197,5.278350444807814,66.25500435394096,10.890667849186315,13.969475197196271,6.870571246152356,75.07058181035266,0.10261607344332446,1.908274252702957,0.5931762776618115,0.8979927166553509,0.9866107947885869,22.42128475850709,52.72722542794304,8.801666984912783,189.78202581727837,4.4590882483827565,137.34517562894783,143.35287431939526,41.67531329745422
R7A2020_12945,WT-IN-ES,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,type II toxin-antitoxin system HicB family antitoxin,33.49830953580529,0.3450224884285571,2.287926185850761,1.9358825519209404,0.5858205789203434,0.9272083595187895,71.11655898829841,72.51345769188103,21.092390514979197,5.278350444807814,66.25500435394096,10.890667849186315,13.969475197196271,6.870571246152356,75.07058181035266,0.10261607344332446,1.908274252702957,0.5931762776618115,0.8979927166553509,0.9866107947885869,22.42128475850709,52.72722542794304,8.801666984912783,189.78202581727837,4.4590882483827565,137.34517562894783,143.35287431939526,41.67531329745422
R7A2020_12945,PL-NS-UE,S,K18843,antitoxin HicB,S,HicB_like antitoxin of bacterial toxin-antitoxin system,type II toxin-antitoxin system HicB family antitoxin,33.49830953580529,0.3450224884285571,2.287926185850761,1.9358825519209404,0.5858205789203434,0.9272083595187895,71.11655898829841,72.51345769188103,21.092390514979197,5.278350444807814,66.25500435394096,10.890667849186315,13.969475197196271,6.870571246152356,75.07058181035266,0.10261607344332446,1.908274252702957,0.5931762776618115,0.8979927166553509,0.9866107947885869,22.42128475850709,52.72722542794304,8.801666984912783,189.78202581727837,4.4590882483827565,137.34517562894783,143.35287431939526,41.67531329745422
R7A2020_20860,IN-NS-CE,S,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],S,protein related to capsule biosynthesis enzymes,type II toxin-antitoxin system HipA family toxin,337.21102419992894,0.10095077774216762,0.8548247431405985,2.35726995341804,0.5016383662607625,0.9091298766197194,242.98157654335287,122.95760217318957,392.50187567004764,344.1484490014695,379.6232681901482,528.9752955319067,221.36245312480244,465.1376733645145,386.3641765497532,-0.30596317139434004,0.8157620837067948,3.904131258529162,0.272004039703144,0.7819935958609202,208.01969748170464,167.35162853216704,211.2400076379068,485.2264768193117,337.77593481499383,820.0314897846002,537.4304969504021,323.8376803769393
R7A2020_12185,NS-IN-ES,S,K11890,type VI secretion system protein ImpM,S,Uncharacterized protein conserved in bacteria (DUF2094),type VI secretion system-associated protein TagF,383.04032853518385,-0.4833147328867058,1.2938344127806325,4.659678540728223,0.19848193862766958,0.7696653861343701,151.1226878501341,273.2391159404213,23.84357188649822,983.8845229121766,210.4044057185963,13.224382388297668,800.5583863008632,608.0455552844835,108.23720547489174,-1.9224128341681288,1.5907631157024948,2.7694060883378455,0.4285610131486721,0.882699608608234,19.930030896450745,107.74693891797057,13.831190976291518,115.92091306677003,10.032948558861202,106.0385547135259,265.5740500339394,226.8230166353246
R7A2020_22310,NS-PL-CE,S,NA,NA,NA,NA,tyrosine-protein kinase family protein,174.12277630814398,-1.2381851170085965,1.21045101589901,1.4500648679537846,0.6938423357880933,0.9584758345332788,66.67177405152975,190.21646148160096,40.35066011561238,164.6845338780038,223.83447416871948,224.0365957546899,147.2167770781453,335.9709339368502,165.95468105623155,-0.28931027177545343,1.1638116104614264,1.2066430851252363,0.751411470361938,0.9670710056746645,244.14287848152162,261.3436390776307,80.47238386205974,190.80787460547987,151.60900044501372,67.66269681720225,259.8627801407364,71.73619502020809
R7A2020_22310,IN-WT-CE,S,NA,NA,NA,NA,tyrosine-protein kinase family protein,174.12277630814398,-1.2381851170085965,1.21045101589901,1.4500648679537846,0.6938423357880933,0.9584758345332788,66.67177405152975,190.21646148160096,40.35066011561238,164.6845338780038,223.83447416871948,224.0365957546899,147.2167770781453,335.9709339368502,165.95468105623155,-0.28931027177545343,1.1638116104614264,1.2066430851252363,0.751411470361938,0.9670710056746645,244.14287848152162,261.3436390776307,80.47238386205974,190.80787460547987,151.60900044501372,67.66269681720225,259.8627801407364,71.73619502020809
R7A2020_22310,PL-NS-UE,S,NA,NA,NA,NA,tyrosine-protein kinase family protein,174.12277630814398,-1.2381851170085965,1.21045101589901,1.4500648679537846,0.6938423357880933,0.9584758345332788,66.67177405152975,190.21646148160096,40.35066011561238,164.6845338780038,223.83447416871948,224.0365957546899,147.2167770781453,335.9709339368502,165.95468105623155,-0.28931027177545343,1.1638116104614264,1.2066430851252363,0.751411470361938,0.9670710056746645,244.14287848152162,261.3436390776307,80.47238386205974,190.80787460547987,151.60900044501372,67.66269681720225,259.8627801407364,71.73619502020809
R7A2020_18975,NS-IN-ES,S,NA,NA,NA,NA,UbiH/UbiF family hydroxylase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_18975,WT-IN-ES,S,NA,NA,NA,NA,UbiH/UbiF family hydroxylase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_06510,WT-PL-CE,S,K09794,uncharacterized protein,S,Protein of unknown function (DUF465),YdcH family protein,71.87296240526032,-3.1483356755326626,1.739924142259817,3.036876754956495,0.3859743786315436,0.8703871840613646,128.89876316629085,59.902421571553894,17.42414868628716,6.334020533769378,82.37108649408877,69.23353132697014,22.56607531854782,188.25365214457454,86.26491635244606,3.4899237618805827,1.7061581799263479,6.065469531371363,0.10846807350461286,0.6060136959449277,54.80758496523954,121.50186729047745,51.55262091163202,89.2488445735309,10.032948558861202,350.4321760532713,5.711269893202998,6.83201857335315
R7A2020_06510,PL-WT-UE,S,K09794,uncharacterized protein,S,Protein of unknown function (DUF465),YdcH family protein,71.87296240526032,-3.1483356755326626,1.739924142259817,3.036876754956495,0.3859743786315436,0.8703871840613646,128.89876316629085,59.902421571553894,17.42414868628716,6.334020533769378,82.37108649408877,69.23353132697014,22.56607531854782,188.25365214457454,86.26491635244606,3.4899237618805827,1.7061581799263479,6.065469531371363,0.10846807350461286,0.6060136959449277,54.80758496523954,121.50186729047745,51.55262091163202,89.2488445735309,10.032948558861202,350.4321760532713,5.711269893202998,6.83201857335315
R7A2020_05290,NS-IN-ES,S,K02221,YggT family protein,S,YGGT family,YggT family protein,27.08180398072377,6.324696321636982,3.473989099774277,5.895295840634525,0.1168169280911301,0.6593465601052297,5.926379915691534,94.58277090245352,113.71549668945306,1.055670088961563,0,0,0,1.3741142492304712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
