locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_27270,NA,fimbrial assembly protein,NA,NA,xpsL,NU,PFAM Fimbrial assembly family protein,R7A2020_27270,5559184,5560233,1050,-1,FALSE
R7A2020_27275,NA,beta-lactamase family protein,NA,NA,estC,V,COG1680 Beta-lactamase class C and other penicillin binding proteins,R7A2020_27275,5560458,5561585,1128,-1,FALSE
R7A2020_27280,NA,proline racemase family protein,K22548,trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77],NA,E,Belongs to the proline racemase family,R7A2020_27280,5561748,5562788,1041,-1,FALSE
R7A2020_27285,NA,dihydrodipicolinate synthase family protein,K21062,1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22],NA,EM,Dihydrodipicolinate synthetase family,R7A2020_27285,5562897,5563859,963,1,FALSE
R7A2020_27290,NA,SDR family oxidoreductase,K18609,pyridoxal 4-dehydrogenase [EC:1.1.1.107],NA,IQ,KR domain,R7A2020_27290,5563932,5564678,747,-1,FALSE
R7A2020_27295,NA,alanine--glyoxylate aminotransferase family protein,K18608,pyridoxamine---pyruvate transaminase [EC:2.6.1.30],aspC2,E,Aminotransferase,R7A2020_27295,5564717,5565895,1179,-1,FALSE
R7A2020_27300,NA,N-acyl homoserine lactonase family protein,K18610,4-pyridoxolactonase [EC:3.1.1.27],hagH,S,Metallo-beta-lactamase superfamily,R7A2020_27300,5565921,5566727,807,-1,FALSE
R7A2020_27305,NA,ABC transporter permease,K23536,general nucleoside transport system permease protein,rbsC-2,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_27305,5566775,5567710,936,-1,FALSE
R7A2020_27310,NA,ABC transporter permease,K23535,general nucleoside transport system permease protein,NA,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_27310,5567714,5568811,1098,-1,FALSE
R7A2020_27315,NA,ABC transporter ATP-binding protein,K23537,general nucleoside transport system ATP-binding protein,NA,S,ATPases associated with a variety of cellular activities,R7A2020_27315,5568808,5570376,1569,-1,FALSE
R7A2020_27320,NA,BMP family ABC transporter substrate-binding protein,K07335,basic membrane protein A and related proteins,NA,S,ABC transporter substrate-binding protein PnrA-like,R7A2020_27320,5570455,5571483,1029,-1,FALSE
R7A2020_27325,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27325,5571555,5572010,456,1,FALSE
R7A2020_27330,NA,ABC transporter substrate-binding protein,K02051,NitT/TauT family transport system substrate-binding protein,NA,P,COG0715 ABC-type nitrate sulfonate bicarbonate transport systems periplasmic components,R7A2020_27330,5572045,5573055,1011,-1,FALSE
R7A2020_27335,NA,ABC transporter permease,K02050,NitT/TauT family transport system permease protein,NA,P,ABC-type nitrate sulfonate bicarbonate transport system permease component,R7A2020_27335,5573089,5573916,828,-1,FALSE
R7A2020_27340,NA,ABC transporter ATP-binding protein,K02049,NitT/TauT family transport system ATP-binding protein,NA,P,ATPases associated with a variety of cellular activities,R7A2020_27340,5573913,5574743,831,-1,FALSE
R7A2020_27345,NA,3-hydroxyacyl-CoA dehydrogenase family protein,K18612,5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100],NA,I,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain",R7A2020_27345,5574874,5575803,930,-1,FALSE
R7A2020_27350,NA,choline dehydrogenase,K18611,4-pyridoxate dehydrogenase [EC:1.1.99.42],betA,E,GMC oxidoreductase,R7A2020_27350,5575800,5577431,1632,-1,FALSE
R7A2020_27355,NA,class II aldolase/adducin family protein,K18613,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]",NA,G,Class II aldolase,R7A2020_27355,5577543,5578265,723,-1,FALSE
R7A2020_27360,NA,YbhB/YbcL family Raf kinase inhibitor-like protein,NA,NA,NA,S,Phosphatidylethanolamine-binding protein,R7A2020_27360,5578335,5578793,459,-1,FALSE
R7A2020_27365,NA,amino acid synthesis family protein,NA,NA,NA,S,Amino acid synthesis,R7A2020_27365,5578823,5579413,591,-1,FALSE
R7A2020_27370,NA,FAD-dependent monooxygenase,K18071,2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242],NA,CH,FAD binding domain,R7A2020_27370,5579483,5580622,1140,-1,FALSE
R7A2020_27375,NA,alpha/beta hydrolase,K18614,2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29],NA,S,"Serine aminopeptidase, S33",R7A2020_27375,5580665,5581501,837,-1,FALSE
R7A2020_27380,K,GntR family transcriptional regulator,K05799,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex",NA,K,FCD,R7A2020_27380,5581683,5582354,672,1,FALSE
R7A2020_27385,NA,GMC family oxidoreductase,K18607,pyridoxine 4-oxidase [EC:1.1.3.12],pno,E,GMC oxidoreductase,R7A2020_27385,5582486,5584048,1563,1,FALSE
R7A2020_27390,NA,bile acid:sodium symporter,K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",yfeH,S,SBF-like CPA transporter family (DUF4137),R7A2020_27390,5584045,5585046,1002,-1,FALSE
R7A2020_27395,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_27395,5585137,5585985,849,1,FALSE
R7A2020_27400,NA,GntR family transcriptional regulator,K22293,"GntR family transcriptional regulator, rspAB operon transcriptional repressor",NA,K,FCD,R7A2020_27400,5586240,5586914,675,1,FALSE
R7A2020_27405,NA,Lrp/AsnC family transcriptional regulator,NA,NA,NA,K,helix_turn_helix ASNC type,R7A2020_27405,5587127,5587567,441,-1,FALSE
R7A2020_27410,NA,arginase,K01476,arginase [EC:3.5.3.1],rocF,E,Belongs to the arginase family,rocF,5587702,5588634,933,1,FALSE
R7A2020_27415,NA,ornithine cyclodeaminase,K01750,ornithine cyclodeaminase [EC:4.3.1.12],arcB,E,ornithine cyclodeaminase mu-crystallin,R7A2020_27415,5588637,5589692,1056,1,FALSE
R7A2020_27420,NA,glutamine--fructose-6-phosphate transaminase (isomerizing),K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],glmS,M,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glmS,5589795,5591618,1824,-1,FALSE
R7A2020_27425,NA,hypothetical protein,NA,NA,NA,D,nuclear chromosome segregation,R7A2020_27425,5592271,5593725,1455,1,FALSE
R7A2020_27430,NA,HlyD family type I secretion periplasmic adaptor subunit,NA,NA,NA,M,"type I secretion membrane fusion protein, HlyD family",R7A2020_27430,5593774,5595117,1344,-1,FALSE
R7A2020_27435,NA,type I secretion system permease/ATPase,K12539,"ATP-binding cassette, subfamily C, bacterial PrsD",NA,V,TIGRFAM type I secretion system,R7A2020_27435,5595144,5596898,1755,-1,FALSE
R7A2020_27440,NA,class I SAM-dependent methyltransferase,NA,NA,yxbB,Q,Methyltransferase domain,R7A2020_27440,5597249,5598100,852,-1,FALSE
R7A2020_27445,NA,sugar ABC transporter substrate-binding protein,K01991,polysaccharide biosynthesis/export protein,NA,M,Polysaccharide biosynthesis/export protein,R7A2020_27445,5598242,5599501,1260,-1,FALSE
R7A2020_27450,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27450,5599488,5600771,1284,-1,FALSE
R7A2020_27455,NA,SDR family NAD(P)-dependent oxidoreductase,NA,NA,galE5,M,Male sterility protein,R7A2020_27455,5600768,5601772,1005,-1,FALSE
R7A2020_27460,NA,sugar transferase,NA,NA,NA,M,transferase,R7A2020_27460,5601818,5602492,675,-1,FALSE
R7A2020_27465,NA,DegT/DnrJ/EryC1/StrS family aminotransferase,NA,NA,NA,E,Belongs to the DegT DnrJ EryC1 family,R7A2020_27465,5602489,5603625,1137,-1,FALSE
R7A2020_27470,NA,NDP-sugar synthase,K21210,NDP-mannose synthase,mpg2,JM,PFAM Nucleotidyl transferase,R7A2020_27470,5603675,5604397,723,-1,FALSE
R7A2020_27475,NA,response regulator transcription factor,NA,NA,NA,K,"helix_turn_helix, Lux Regulon",R7A2020_27475,5605019,5605696,678,1,FALSE
R7A2020_27480,NA,PAS domain S-box protein,NA,NA,NA,T,Histidine kinase,R7A2020_27480,5605846,5607588,1743,-1,FALSE
R7A2020_27485,NA,helix-turn-helix transcriptional regulator,NA,NA,NA,K,regulatory protein LuxR,R7A2020_27485,5607877,5608554,678,1,FALSE
R7A2020_27490,NA,NAD-dependent epimerase,K08679,UDP-glucuronate 4-epimerase [EC:5.1.3.6],capI,M,PFAM NAD dependent epimerase dehydratase family,R7A2020_27490,5608810,5609871,1062,1,FALSE
R7A2020_27495,NA,AAA family ATPase,NA,NA,NA,S,Polysaccharide biosynthesis protein,R7A2020_27495,5610053,5612287,2235,-1,FALSE
R7A2020_27500,NA,exopolysaccharide biosynthesis protein,NA,NA,exoP,DM,Chain length determinant protein,R7A2020_27500,5612364,5614568,2205,-1,FALSE
R7A2020_27505,NA,asparagine synthase (glutamine-hydrolyzing),K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],NA,E,Asparagine synthase,asnB,5614570,5616567,1998,-1,FALSE
R7A2020_27510,NA,polymerase,NA,NA,NA,NA,NA,R7A2020_27510,5616569,5617828,1260,-1,FALSE
R7A2020_27515,NA,glycosyltransferase family 4 protein,NA,NA,NA,M,"Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",R7A2020_27515,5617825,5619048,1224,-1,FALSE
R7A2020_27520,NA,AMP-binding protein,NA,NA,pks6,Q,Evidence 4 Homologs of previously reported genes of,R7A2020_27520,5619343,5622114,2772,1,FALSE
R7A2020_27525,NA,calcium-binding protein,K01406,serralysin [EC:3.4.24.40],NA,Q,calcium- and calmodulin-responsive adenylate cyclase activity,R7A2020_27525,5622412,5623899,1488,1,FALSE
R7A2020_27530,DUFF,DUF768 domain-containing protein,NA,NA,NA,NA,NA,R7A2020_27530,5623969,5624229,261,1,FALSE
R7A2020_27535,NA,AAA family ATPase,NA,NA,NA,P,ATPase activity,R7A2020_27535,5624361,5625086,726,-1,FALSE
R7A2020_27540,NA,AMP-binding protein,NA,NA,pks6,Q,Thioesterase domain,R7A2020_27540,5625403,5628156,2754,1,FALSE
R7A2020_27545,NA,NAD(+) synthase,NA,NA,nadE,H,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source,nadE,5628153,5629136,984,1,FALSE
R7A2020_27550,NA,asparagine synthase (glutamine-hydrolyzing),K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],asnB,E,Asparagine synthase,asnB,5629143,5631170,2028,1,FALSE
R7A2020_27555,NA,AMP-binding protein,NA,NA,NA,IQ,AMP-binding enzyme,R7A2020_27555,5631160,5632716,1557,1,FALSE
R7A2020_27560,I,acyl carrier protein,NA,NA,NA,IQ,Phosphopantetheine attachment site,R7A2020_27560,5632760,5633026,267,1,FALSE
R7A2020_27565,NA,class I SAM-dependent methyltransferase,NA,NA,prmC,J,Belongs to the protein N5-glutamine methyltransferase family,R7A2020_27565,5633081,5633773,693,-1,FALSE
R7A2020_27570,NA,aldo/keto reductase,NA,NA,NA,C,Aldo/keto reductase family,R7A2020_27570,5633863,5634822,960,-1,FALSE
R7A2020_27575,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27575,5635362,5635649,288,1,FALSE
R7A2020_27580,HYP,hypothetical protein,K04062,osmotically inducible lipoprotein OsmB,NA,NA,NA,R7A2020_27580,5635751,5636008,258,1,FALSE
R7A2020_27585,S,cupin domain-containing protein,NA,NA,yrkC,G,Cupin domain,R7A2020_27585,5636131,5636526,396,1,FALSE
R7A2020_27590,NA,amino acid permease,K03758,arginine:ornithine antiporter / lysine permease,arcD,E,Amino acid permease,R7A2020_27590,5636818,5638248,1431,-1,FALSE
R7A2020_27595,NA,amino acid permease,K03758,arginine:ornithine antiporter / lysine permease,arcD,E,Amino acid permease,R7A2020_27595,5638530,5639963,1434,1,FALSE
R7A2020_27600,NA,arginine deiminase,K01478,arginine deiminase [EC:3.5.3.6],arcA,E,Arginine,R7A2020_27600,5639981,5641225,1245,1,FALSE
R7A2020_27605,S,HdeD family acid-resistance protein,K21908,membrane protein HdeD,NA,S,Short repeat of unknown function (DUF308),R7A2020_27605,5641297,5641854,558,1,FALSE
R7A2020_27610,NA,efflux RND transporter periplasmic adaptor subunit,K03585,"membrane fusion protein, multidrug efflux system",bepF,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,R7A2020_27610,5641935,5643059,1125,1,FALSE
R7A2020_27615,NA,efflux RND transporter permease subunit,NA,NA,bepG,U,Protein export membrane protein,R7A2020_27615,5643056,5646223,3168,1,FALSE
R7A2020_27620,NA,HdeD family acid-resistance protein,K21908,membrane protein HdeD,NA,S,Short repeat of unknown function (DUF308),R7A2020_27620,5646220,5646768,549,1,FALSE
R7A2020_27625,NA,helix-turn-helix domain-containing protein,K14063,"AraC family transcriptional regulator, positive regulator of tynA and feaB",NA,K,Helix-turn-helix domain,R7A2020_27625,5646879,5648006,1128,-1,FALSE
R7A2020_27630,NA,AI-2E family transporter,K11744,AI-2 transport protein TqsA,NA,S,AI-2E family transporter,R7A2020_27630,5648344,5649348,1005,-1,FALSE
R7A2020_27635,NA,DUF1269 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1269),R7A2020_27635,5650315,5650812,498,-1,FALSE
R7A2020_27640,NA,hypothetical protein,NA,NA,NA,S,Alpha/beta-hydrolase family,R7A2020_27640,5651039,5652682,1644,1,FALSE
R7A2020_27645,NA,propanediol/glycerol family dehydratase large subunit,K01699,propanediol dehydratase large subunit [EC:4.2.1.28],pduC,Q,Dehydratase large subunit,R7A2020_27645,5652849,5655119,2271,1,FALSE
R7A2020_27650,NA,diol dehydratase small subunit,NA,NA,NA,Q,Dehydratase small subunit,R7A2020_27650,5655116,5655535,420,1,FALSE
R7A2020_27655,NA,cysteine hydrolase family protein,NA,NA,NA,Q,Isochorismatase family,R7A2020_27655,5655545,5656243,699,1,FALSE
R7A2020_27660,NA,APC family permease,NA,NA,NA,E,Amino Acid,R7A2020_27660,5656343,5657869,1527,1,FALSE
R7A2020_27665,NA,3-oxoacyl-ACP reductase FabG,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],NA,IQ,KR domain,fabG,5657951,5658715,765,1,FALSE
R7A2020_27670,NA,phosphotransferase enzyme family protein,NA,NA,NA,S,Aminoglycoside phosphotransferase,R7A2020_27670,5658722,5659729,1008,-1,FALSE
R7A2020_27675,NA,aspartate aminotransferase family protein,NA,NA,patA,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,R7A2020_27675,5659847,5661130,1284,-1,FALSE
R7A2020_27680,NA,SDR family oxidoreductase,NA,NA,NA,IQ,short-chain dehydrogenase reductase,R7A2020_27680,5661233,5661994,762,1,FALSE
R7A2020_27685,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27685,5662128,5662541,414,-1,FALSE
R7A2020_27690,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27690,5662718,5662975,258,-1,FALSE
R7A2020_27695,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27695,5663089,5663391,303,-1,FALSE
R7A2020_27700,NA,AraC family transcriptional regulator,K14063,"AraC family transcriptional regulator, positive regulator of tynA and feaB",NA,K,"helix_turn_helix, arabinose operon control protein",R7A2020_27700,5663620,5664762,1143,1,FALSE
R7A2020_27705,NA,EAL domain-containing protein,K21023,diguanylate cyclase [EC:2.7.7.65],NA,T,Putative diguanylate phosphodiesterase,R7A2020_27705,5665131,5666810,1680,1,FALSE
R7A2020_27710,NA,ubiquinone biosynthesis methyltransferase UbiE,NA,NA,NA,NA,NA,R7A2020_27710,5666986,5667501,516,1,FALSE
R7A2020_27715,NA,methyltransferase domain-containing protein,NA,NA,NA,Q,ubiE/COQ5 methyltransferase family,R7A2020_27715,5667504,5668682,1179,1,FALSE
R7A2020_27720,NA,SpoIIE family protein phosphatase,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],icfG,KT,Sigma factor PP2C-like phosphatases,R7A2020_27720,5668679,5671045,2367,1,FALSE
R7A2020_27725,NA,ATP-binding protein,NA,NA,NA,S,Protein conserved in bacteria,R7A2020_27725,5671090,5671608,519,1,FALSE
R7A2020_27730,HYP,hypothetical protein,NA,NA,NA,S,COGs COG5439 conserved,R7A2020_27730,5671627,5671965,339,1,FALSE
R7A2020_27735,NA,DNA ligase,NA,NA,NA,L,PFAM ATP dependent DNA ligase,R7A2020_27735,5672215,5672943,729,1,FALSE
R7A2020_27740,NA,Hpt domain-containing protein,NA,NA,NA,T,Histidine kinase,R7A2020_27740,5673014,5673385,372,1,FALSE
R7A2020_27745,NA,glycosyltransferase family 2 protein,K11936,"poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]",NA,M,"Glycosyl transferase, family 2",R7A2020_27745,5673394,5674821,1428,-1,FALSE
R7A2020_27750,NA,HEAT repeat domain-containing protein,NA,NA,NA,C,HEAT repeats,R7A2020_27750,5674818,5675855,1038,-1,FALSE
R7A2020_27755,NA,YaiO family outer membrane beta-barrel protein,NA,NA,NA,NU,Tetratricopeptide repeat,yaiO,5675858,5677600,1743,-1,FALSE
R7A2020_27760,NA,response regulator,NA,NA,NA,KT,cheY-homologous receiver domain,R7A2020_27760,5677600,5677992,393,-1,FALSE
R7A2020_27765,NA,response regulator,NA,NA,NA,KT,cheY-homologous receiver domain,R7A2020_27765,5678250,5678645,396,-1,FALSE
R7A2020_27770,NA,response regulator,NA,NA,NA,T,5TMR of 5TMR-LYT,R7A2020_27770,5678642,5681083,2442,-1,FALSE
R7A2020_27775,NA,pyridoxamine 5'-phosphate oxidase family protein,K07005,uncharacterized protein,NA,S,Pyridoxamine 5'-phosphate oxidase,R7A2020_27775,5681648,5682094,447,1,FALSE
R7A2020_27780,NA,hypothetical protein,NA,NA,NA,GM,epimerase,R7A2020_27780,5682181,5682669,489,1,FALSE
R7A2020_27785,NA,SDR family oxidoreductase,K07124,uncharacterized protein,NA,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,R7A2020_27785,5682961,5683791,831,1,FALSE
R7A2020_27790,NA,MaoC family dehydratase,NA,NA,maoC,I,MaoC like domain,R7A2020_27790,5683846,5684295,450,1,FALSE
R7A2020_27795,NA,alpha/beta hydrolase,NA,NA,NA,I,Alpha/beta hydrolase family,R7A2020_27795,5684412,5685191,780,-1,FALSE
R7A2020_27800,NA,alpha/beta hydrolase,NA,NA,NA,S,Alpha beta hydrolase,R7A2020_27800,5685211,5686260,1050,-1,FALSE
R7A2020_27805,NA,epoxide hydrolase 1,K21159,epoxide hydrolase,NA,Q,epoxide hydrolase,R7A2020_27805,5686395,5687687,1293,-1,FALSE
R7A2020_27810,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_27810,5688125,5690981,2857,-1,FALSE
R7A2020_27815,NA,organic hydroperoxide resistance protein,K04063,lipoyl-dependent peroxiredoxin [EC:1.11.1.28],ohr,O,OsmC-like protein,R7A2020_27815,5691458,5691877,420,1,FALSE
R7A2020_27820,K,transcriptional regulator,NA,NA,hemD,K,"Transcriptional regulatory protein, C terminal",R7A2020_27820,5692091,5692597,507,1,FALSE
R7A2020_27825,NA,M81 family metallopeptidase,NA,NA,NA,E,Involved in peptidolytic degradation of cyclic heptapeptide hepatotoxin microcystin (MC),R7A2020_27825,5693491,5694957,1467,1,FALSE
R7A2020_27830,NA,ABC transporter ATP-binding protein,K02032,peptide/nickel transport system ATP-binding protein,ddpF,E,"Oligopeptide/dipeptide transporter, C-terminal region",R7A2020_27830,5695036,5696061,1026,-1,FALSE
R7A2020_27835,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,ddpD,EP,Belongs to the ABC transporter superfamily,R7A2020_27835,5696058,5697098,1041,-1,FALSE
R7A2020_27840,NA,D,K02034,peptide/nickel transport system permease protein,ddpC,EP,membrane component,R7A2020_27840,5697098,5697991,894,-1,FALSE
R7A2020_27845,NA,ABC transporter permease,K02033,peptide/nickel transport system permease protein,ddpB,P,ABC transporter permease,R7A2020_27845,5697991,5699007,1017,-1,FALSE
R7A2020_27850,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27850,5699046,5699273,228,-1,FALSE
R7A2020_27855,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,ddpA,E,"PFAM extracellular solute-binding protein, family 5",R7A2020_27855,5699270,5700811,1542,-1,FALSE
R7A2020_27860,NA,helix-turn-helix domain-containing protein,NA,NA,NA,K,Helix-turn-helix,R7A2020_27860,5700907,5701590,684,-1,FALSE
R7A2020_27865,NA,FAD-binding oxidoreductase,K19746,D-arginine dehydrogenase [EC:1.4.99.6],NA,E,FAD dependent oxidoreductase,R7A2020_27865,5701720,5702871,1152,1,FALSE
R7A2020_27870,NA,amino acid deaminase,K01753,D-serine dehydratase [EC:4.3.1.18],NA,E,Putative serine dehydratase domain,R7A2020_27870,5702898,5704160,1263,1,FALSE
R7A2020_27875,NA,beta-lactamase family protein,NA,NA,NA,V,Beta-lactamase,R7A2020_27875,5704214,5705878,1665,1,FALSE
R7A2020_27880,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_27880,5705893,5706963,1071,1,FALSE
R7A2020_27885,NA,peptide ABC transporter,K16203,D-amino peptidase [EC:3.4.11.-],NA,E,D-aminopeptidase,R7A2020_27885,5706980,5707777,798,1,FALSE
R7A2020_27890,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_27890,5707928,5708050,123,-1,FALSE
R7A2020_27895,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_27895,5708111,5708211,101,-1,FALSE
R7A2020_27900,DUFF,DUF1349 domain-containing protein,K09702,uncharacterized protein,yjl217W,S,Protein of unknown function (DUF1349),R7A2020_27900,5708696,5709271,576,-1,FALSE
R7A2020_27905,NA,alpha/beta hydrolase,K06889,uncharacterized protein,CP_0620,S,thiolester hydrolase activity,R7A2020_27905,5709406,5710293,888,-1,FALSE
R7A2020_27910,NA,GMC family oxidoreductase,K00108,choline dehydrogenase [EC:1.1.99.1],NA,E,Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate,R7A2020_27910,5710420,5712066,1647,-1,FALSE
R7A2020_27915,NA,GMC family oxidoreductase,NA,NA,NA,E,GMC oxidoreductase,R7A2020_27915,5712070,5713566,1497,-1,FALSE
R7A2020_27920,NA,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,NA,NA,NA,E,Belongs to the ABC transporter superfamily,ugpC,5713577,5714677,1101,-1,FALSE
R7A2020_27925,G,carbohydrate ABC transporter permease,K17317,glucose/mannose transport system permease protein,araQ_4,G,"ABC-type sugar transport system, permease component",R7A2020_27925,5714683,5715561,879,-1,FALSE
R7A2020_27930,NA,sugar ABC transporter permease,K17316,glucose/mannose transport system permease protein,sugA_1,G,COG1175 ABC-type sugar transport systems permease components,R7A2020_27930,5715551,5716447,897,-1,FALSE
R7A2020_27935,NA,carbohydrate ABC transporter substrate-binding protein,K17315,glucose/mannose transport system substrate-binding protein,NA,G,ABC-type sugar transport system periplasmic component,R7A2020_27935,5716541,5717794,1254,-1,FALSE
R7A2020_27940,NA,histidinol dehydrogenase,K15509,sulfopropanediol 3-dehydrogenase [EC:1.1.1.308],hisD2,E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,hisD,5717861,5719171,1311,-1,FALSE
R7A2020_27945,NA,thiamine pyrophosphate-binding protein,K01652,acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ilvB,EH,"Thiamine pyrophosphate enzyme, central domain",R7A2020_27945,5719269,5721071,1803,-1,FALSE
R7A2020_27950,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27950,5721492,5722181,690,1,FALSE
R7A2020_27955,K,helix-turn-helix transcriptional regulator,NA,NA,NA,K,TRANSCRIPTIONal,R7A2020_27955,5722224,5723045,822,-1,FALSE
R7A2020_27960,NA,Gfo/Idh/MocA family oxidoreductase,NA,NA,NA,S,"Oxidoreductase family, C-terminal alpha/beta domain",R7A2020_27960,5723113,5724180,1068,1,FALSE
R7A2020_27965,NA,sugar phosphate isomerase/epimerase,NA,NA,NA,G,Xylose isomerase-like TIM barrel,R7A2020_27965,5724220,5725092,873,1,FALSE
R7A2020_27970,NA,histidinol-phosphatase,NA,NA,hisN,G,Inositol monophosphatase,hisN,5725138,5725920,783,1,FALSE
R7A2020_27975,NA,MFS transporter,NA,NA,NA,G,Major Facilitator Superfamily,R7A2020_27975,5725949,5727106,1158,-1,FALSE
R7A2020_27980,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_27980,5727770,5728485,716,-1,FALSE
R7A2020_27985,NA,sigma-54-dependent Fis family transcriptional regulator,NA,NA,acoR,KQ,Transcriptional activator of acetoin glycerol metabolism,R7A2020_27985,5728713,5729675,963,1,FALSE
R7A2020_27990,NA,aldehyde dehydrogenase family protein,K00138,aldehyde dehydrogenase [EC:1.2.1.-],aldA,C,Belongs to the aldehyde dehydrogenase family,R7A2020_27990,5729820,5731337,1518,1,FALSE
R7A2020_27995,NA,DUF779 domain-containing protein,K09959,uncharacterized protein,NA,S,Protein of unknown function (DUF779),R7A2020_27995,5731405,5731743,339,1,FALSE
R7A2020_28000,NA,two pore domain potassium channel family protein,NA,NA,NA,P,Ion channel,R7A2020_28000,5731911,5732342,432,1,FALSE
R7A2020_28005,NA,oxygen-independent coproporphyrinogen III oxidase,K02495,oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3],hemN,H,Belongs to the anaerobic coproporphyrinogen-III oxidase family,hemN,5732355,5733704,1350,-1,FALSE
R7A2020_28010,NA,Crp/Fnr family transcriptional regulator,K01420,"CRP/FNR family transcriptional regulator, anaerobic regulatory protein",fnrL,K,catabolite gene activator and regulatory subunit of cAMP-dependent protein,R7A2020_28010,5733861,5734589,729,1,FALSE
R7A2020_28015,NA,hemerythrin domain-containing protein,NA,NA,NA,S,Hemerythrin HHE cation binding domain,R7A2020_28015,5734592,5735002,411,-1,FALSE
R7A2020_28020,NA,cytochrome-c oxidase,K00404,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],ccoN,C,Belongs to the heme-copper respiratory oxidase family,ccoN,5735245,5736855,1611,1,FALSE
R7A2020_28025,NA,cytochrome-c oxidase,K00405,cytochrome c oxidase cbb3-type subunit II,ccoO,C,"TIGRFAM cytochrome c oxidase, cbb3-type, subunit II",ccoO,5736865,5737596,732,1,FALSE
R7A2020_28030,O,cbb3-type cytochrome c oxidase subunit 3,K00407,cytochrome c oxidase cbb3-type subunit IV,ccoQ,O,Cbb3-type cytochrome oxidase component FixQ,R7A2020_28030,5737609,5737758,150,1,FALSE
R7A2020_28035,NA,cytochrome-c oxidase,K00406,cytochrome c oxidase cbb3-type subunit III,ccoP,C,C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex,ccoP,5737761,5738624,864,1,FALSE
R7A2020_28040,NA,cytochrome c oxidase accessory protein CcoG,NA,NA,ccoG,C,Cytochrome c oxidase accessory protein,ccoG,5738835,5740394,1560,1,FALSE
R7A2020_28045,NA,FixH family protein,NA,NA,fixH,P,integral membrane protein linked to a cation pump,R7A2020_28045,5740391,5740888,498,1,FALSE
R7A2020_28050,NA,cadmium-translocating P-type ATPase,K01533,P-type Cu2+ transporter [EC:7.2.2.9],ccoI,P,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",cadA,5740885,5743173,2289,1,FALSE
