locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_26340,0.056,0.09,0.035,0.044,0.041,0.052,0.086,0.035,0.047,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,NA,NA,NA,E,COG3839 ABC-type sugar transport systems ATPase components,ugpC,5363682,5364761,1080,-1,TRUE,FALSE,FALSE,978.3,885.6,731.8,972.1,2029.2,669.7,1798.9,524.5,1112.4,1754.1,696.8,1119.4,1295.7,1324.4,728.5,1596.9,1140.288,0.200,0.623,2.770,0.905,0.989,NA,NA
R7A2020_26345,0.051,0.089,0.046,0.043,0.04,0.039,0.083,0.033,0.039,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,carbohydrate ABC transporter permease,K02026,multiple sugar transport system permease protein,NA,U,Binding-protein-dependent transport system inner membrane component,R7A2020_26345,5364772,5365617,846,-1,TRUE,FALSE,FALSE,568.9,651.1,633.8,868.2,1155.6,246.4,507.0,815.7,1104.8,1010.2,414.6,548.6,1242.0,975.7,178.1,732.1,729.540,0.609,0.717,5.948,0.546,0.868,NA,NA
R7A2020_26350,0.05,0.1,0.055,0.048,0.042,0.059,0.101,0.054,0.046,0.032,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter permease,K02025,multiple sugar transport system permease protein,NA,G,Binding-protein-dependent transport system inner membrane component,R7A2020_26350,5365610,5366563,954,-1,TRUE,FALSE,FALSE,539.3,1764.1,782.8,778.8,1263.1,1458.7,420.1,1069.4,1084.6,1169.9,1048.7,1301.6,1540.0,1371.6,1152.9,897.2,1104.659,0.395,0.555,5.122,0.645,0.906,NA,NA
R7A2020_26355,0.027,0.039,0.018,0.013,0.017,0.029,0.039,0.01,0.022,0.013,NE,GIFU-GD,NE,NE,NA,NE,NE,NE,NE,G,sugar ABC transporter substrate-binding protein,K02027,multiple sugar transport system substrate-binding protein,NA,G,Bacterial extracellular solute-binding protein,R7A2020_26355,5366610,5367848,1239,-1,FALSE,FALSE,FALSE,259.8,386.4,420.8,411.8,135.9,387.5,492.5,397.1,457.4,286.2,144.0,193.8,469.4,258.8,31.7,607.9,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_26360,0.049,0.077,0.042,0.037,0.037,0.045,0.07,0.042,0.032,0.023,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GntR family transcriptional regulator,NA,NA,NA,K,FCD,R7A2020_26360,5367976,5368677,702,-1,TRUE,FALSE,FALSE,708.7,300.9,504.5,631.5,852.1,1170.5,97.5,695.8,639.9,348.3,455.2,631.8,234.2,720.1,308.4,119.9,527.035,2.226,0.848,7.136,0.415,0.800,NA,NA
R7A2020_26365,0.043,0.078,0.03,0.032,0.031,0.034,0.069,0.029,0.025,0.026,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,mandelate racemase/muconate lactonizing enzyme family protein,NA,NA,NA,M,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",R7A2020_26365,5368745,5369884,1140,1,TRUE,FALSE,FALSE,350.1,898.6,612.9,483.0,823.7,851.6,90.9,655.1,902.2,1027.2,1113.7,444.4,725.9,438.0,931.8,803.1,698.265,-0.064,0.754,4.580,0.711,0.934,NA,NA
R7A2020_26370,0.032,0.05,0.029,0.022,0.018,0.032,0.057,0.029,0.018,0.018,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26370,5370009,5370335,327,-1,TRUE,FALSE,FALSE,128.5,41.3,44.4,80.9,20.6,37.8,237.0,4.3,125.3,474.0,45.3,61.1,7.1,297.0,72.9,751.5,152.203,-3.836,1.577,9.150,0.242,NA,NA,NA
R7A2020_26375,0.033,0.058,0.028,0.018,0.02,0.03,0.066,0.028,0.037,0.02,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glycosyltransferase family 2 protein,NA,NA,NA,M,Glycosyl transferase family 2,R7A2020_26375,5370437,5371303,867,1,TRUE,FALSE,FALSE,368.5,233.5,273.1,272.9,479.8,426.3,342.4,451.7,408.6,208.5,590.0,95.8,79.1,479.4,1198.3,351.0,392.037,-0.787,0.941,4.524,0.718,0.935,NA,NA
R7A2020_26380,0.059,0.089,0.039,0.049,0.037,0.051,0.082,0.032,0.039,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glycosyltransferase family 4 protein,NA,NA,NA,M,Glycosyl transferases group 1,R7A2020_26380,5371267,5372289,1023,1,TRUE,FALSE,FALSE,992.4,1145.2,726.6,1079.5,655.2,2118.5,634.8,1030.8,1125.0,722.5,328.7,821.4,761.4,485.9,903.1,1118.2,917.709,0.442,0.613,6.213,0.515,0.849,NA,NA
R7A2020_26385,0.065,0.096,0.052,0.031,0.056,0.056,0.086,0.037,0.04,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,VOC family protein,K08234,glyoxylase I family protein,yaeR,E,glyoxalase bleomycin resistance protein dioxygenase,R7A2020_26385,5372532,5372912,381,-1,TRUE,FALSE,FALSE,288.0,426.7,393.4,195.6,99.7,375.6,694.0,380.0,470.0,173.0,82.5,478.1,277.8,464.5,714.2,423.5,371.911,-1.273,0.917,3.383,0.847,0.972,NA,NA
R7A2020_26390,0.058,0.085,0.038,0.041,0.042,0.056,0.092,0.038,0.04,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,galactonate dehydratase,K01684,galactonate dehydratase [EC:4.2.1.6],dgoD,M,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",dgoD,5373216,5374388,1173,1,TRUE,FALSE,FALSE,1558.5,1715.8,785.4,1488.9,1303.5,1636.5,1285.3,2153.7,1176.3,1457.6,883.8,1883.9,1897.9,862.4,2425.9,1366.5,1495.690,-0.381,0.518,2.907,0.893,0.984,NA,NA
R7A2020_26395,0.045,0.074,0.048,0.026,0.032,0.057,0.079,0.045,0.032,0.032,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Enoyl-(Acyl carrier protein) reductase,R7A2020_26395,5374394,5375170,777,1,TRUE,FALSE,FALSE,919.0,618.9,1014.1,1281.2,761.8,205.7,683.5,369.3,960.2,884.5,781.6,1438.5,676.2,443.2,594.1,415.6,754.980,-0.075,0.636,9.661,0.209,0.638,NA,NA
R7A2020_26400,0.053,0.083,0.046,0.044,0.024,0.047,0.1,0.052,0.052,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,arabinose ABC transporter substrate-binding protein,NA,NA,NA,G,Periplasmic binding proteins and sugar binding domain of LacI family,R7A2020_26400,5375247,5376176,930,1,TRUE,FALSE,FALSE,775.0,886.6,592.0,609.8,540.8,509.7,446.4,874.5,1028.3,630.1,1047.5,1521.6,734.0,570.7,1230.0,399.8,776.341,-0.646,0.591,6.683,0.463,0.828,NA,NA
R7A2020_26405,0.053,0.079,0.044,0.036,0.037,0.046,0.094,0.044,0.048,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter ATP-binding protein,K02056,simple sugar transport system ATP-binding protein [EC:7.5.2.-],araG,G,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,R7A2020_26405,5376251,5377774,1524,1,TRUE,FALSE,FALSE,1281.8,2375.9,1103.0,2011.7,2363.7,2863.7,1775.2,1670.9,2741.0,1238.7,2442.3,2236.7,2869.2,1297.2,1125.4,1397.4,1927.341,1.037,0.482,6.301,0.505,0.845,NA,NA
R7A2020_26410,0.059,0.083,0.042,0.038,0.036,0.06,0.106,0.065,0.058,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,NA,NA,NA,U,Branched-chain amino acid transport system / permease component,R7A2020_26410,5377771,5378772,1002,1,TRUE,FALSE,FALSE,1359.5,911.7,1304.3,968.4,767.0,319.0,2101.8,1255.6,762.6,1462.8,1752.4,1116.2,1518.7,1018.4,670.0,1610.6,1183.802,-1.085,0.573,8.441,0.295,0.721,NA,NA
R7A2020_26415,0.054,0.071,0.039,0.035,0.032,0.045,0.09,0.032,0.048,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,FadR family transcriptional regulator,K19776,"GntR family transcriptional regulator, galactonate operon transcriptional repressor",NA,K,FCD,R7A2020_26415,5378769,5379575,807,1,TRUE,FALSE,FALSE,542.1,777.9,636.4,1335.5,1056.7,421.3,658.5,1277.0,645.7,423.0,375.1,807.7,355.9,922.0,664.6,588.5,719.912,0.225,0.677,3.352,0.851,0.972,NA,NA
R7A2020_26420,0.076,0.1,0.053,0.065,0.044,0.062,0.117,0.067,0.056,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,G,converts alpha-aldose to the beta-anomer,R7A2020_26420,5379578,5379976,399,1,TRUE,FALSE,FALSE,720.0,1231.7,439.1,885.1,944.1,1041.3,339.8,346.8,481.8,555.4,976.7,537.0,855.7,182.5,475.1,234.7,642.062,1.470,0.706,9.683,0.207,0.637,NA,NA
R7A2020_26425,0.05,0.093,0.047,0.046,0.034,0.061,0.079,0.038,0.039,0.028,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,S,Animal haem peroxidase,R7A2020_26425,5380628,5382367,1740,1,TRUE,FALSE,FALSE,1792.9,1423.9,1597.0,2035.9,1773.8,1592.8,1827.9,1527.5,2232.3,2781.3,1591.0,1883.9,1919.2,951.1,2206.6,1210.1,1774.790,-0.035,0.418,4.516,0.719,0.935,NA,NA
R7A2020_26430,0.023,0.058,0.029,0.018,0.018,0.018,0.064,0.02,0.029,0.026,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26430,5382370,5382771,402,1,TRUE,FALSE,FALSE,76.2,83.5,179.0,51.9,75.7,241.5,206.8,93.1,318.7,107.2,241.6,109.5,47.7,52.4,354.4,5.7,140.440,-0.196,1.384,3.033,0.882,NA,NA,NA
R7A2020_26435,0.047,0.081,0.043,0.029,0.04,0.041,0.089,0.037,0.043,0.032,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,trifolitoxin synthesis,NA,NA,NA,K,Tetratricopeptide repeat,R7A2020_26435,5382733,5384799,2067,-1,TRUE,FALSE,FALSE,1572.7,2270.2,1314.7,875.5,1480.6,1029.4,1713.3,2421.3,1801.9,2626.8,1456.3,1505.8,2208.1,1774.1,2211.9,1297.6,1725.537,-0.497,0.417,10.084,0.184,0.613,NA,NA
R7A2020_26440,0.031,0.064,0.025,0.026,0.028,0.038,0.069,0.029,0.031,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,YcaO-like family protein,K09136,ribosomal protein S12 methylthiotransferase accessory factor,NA,S,"YcaO cyclodehydratase, ATP-ad Mg2+-binding",R7A2020_26440,5384823,5386055,1233,-1,TRUE,FALSE,FALSE,691.7,556.5,673.0,621.9,627.7,670.7,857.3,542.7,433.0,363.1,448.3,1292.1,803.0,630.2,1051.3,1247.4,721.165,-0.838,0.559,8.430,0.296,0.721,NA,NA
R7A2020_26445,0.046,0.094,0.046,0.04,0.046,0.046,0.085,0.038,0.04,0.029,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,heme peroxidase,NA,NA,NA,S,Animal haem peroxidase,R7A2020_26445,5386539,5388095,1557,1,TRUE,FALSE,FALSE,1569.8,1196.5,639.1,857.3,1297.5,1986.3,1162.9,1657.0,1368.0,550.9,918.6,1918.6,1955.7,1442.8,935.9,1853.9,1334.241,0.220,0.535,7.060,0.423,0.803,NA,NA
R7A2020_26450,0.029,0.057,0.035,0.029,0.021,0.033,0.061,0.024,0.025,0.025,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,peptidoglycan-binding protein,NA,NA,NA,M,lysozyme,R7A2020_26450,5388310,5389704,1395,1,TRUE,FALSE,FALSE,768.0,606.8,1203.6,533.7,738.6,1514.3,1135.2,508.5,903.9,451.1,343.8,457.0,396.4,696.2,1368.6,1502.2,822.667,-0.364,0.615,12.289,0.091,0.470,NA,NA
R7A2020_26455,0.019,0.046,0.037,0.009,0.019,0.028,0.037,0.009,0.009,0.019,NE,GIFU-GD,NFR5-ES,NE,NA,NE,NE,NE,WT-GR-ES,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_26455,5389873,5389998,126,-1,FALSE,FALSE,FALSE,35.3,7.0,11.8,60.4,0.9,7.0,9.2,2.1,6.7,118.3,1.2,6.3,2.0,85.4,3.6,5.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_26460,0.066,0.115,0.064,0.053,0.05,0.068,0.108,0.058,0.059,0.042,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,allophanate hydrolase,K01457,allophanate hydrolase [EC:3.5.1.54],atzF,J,Amidase,atzF,5390158,5392017,1860,-1,TRUE,FALSE,FALSE,4157.5,2837.8,3060.7,2105.9,3232.1,4377.0,4058.8,2759.6,2908.4,3035.7,2464.3,2890.6,1569.4,4556.2,2293.2,3087.7,3093.704,0.485,0.425,3.197,0.866,0.976,NA,NA
R7A2020_26465,0.057,0.104,0.04,0.047,0.054,0.06,0.107,0.06,0.043,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,allophanate hydrolase,NA,NA,NA,T,ChrR Cupin-like domain,R7A2020_26465,5392014,5392364,351,-1,TRUE,FALSE,FALSE,364.2,332.1,360.7,173.9,846.9,166.9,283.1,533.1,196.7,282.5,533.0,359.1,504.9,533.8,1486.4,1271.1,515.652,-1.457,0.733,18.610,0.010,0.152,NA,NA
R7A2020_26470,0.058,0.088,0.042,0.035,0.046,0.049,0.102,0.061,0.037,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cysteine hydrolase,K23359,biuret amidohydrolase [EC:3.5.1.84],rutB,Q,Isochorismatase family,R7A2020_26470,5392357,5393025,669,-1,TRUE,FALSE,FALSE,456.0,707.4,708.3,637.6,546.0,352.7,543.9,794.3,217.8,615.3,423.9,629.7,776.6,1644.7,863.0,661.7,662.965,-0.776,0.629,9.087,0.246,0.683,NA,NA
R7A2020_26475,0.054,0.099,0.046,0.049,0.046,0.048,0.081,0.039,0.046,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter ATP-binding protein,K23537,general nucleoside transport system ATP-binding protein,NA,S,ATPases associated with a variety of cellular activities,R7A2020_26475,5393025,5394548,1524,-1,TRUE,FALSE,FALSE,1935.5,1669.5,942.3,1284.8,2724.0,2234.7,2198.0,2485.5,2081.0,1216.5,2287.8,883.5,2885.4,1878.9,837.3,554.8,1758.040,1.819,0.466,21.979,0.003,0.081,NA,NA
R7A2020_26480,0.062,0.087,0.059,0.039,0.034,0.069,0.119,0.049,0.035,0.052,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cysteine hydrolase,K23359,biuret amidohydrolase [EC:3.5.1.84],rutB,Q,Isochorismatase family,R7A2020_26480,5394559,5395260,702,-1,TRUE,FALSE,FALSE,492.7,727.6,771.1,829.6,457.4,776.0,198.9,613.4,895.5,1260.1,802.5,700.3,219.0,787.4,988.5,588.5,695.853,-0.368,0.682,5.661,0.580,0.880,NA,NA
R7A2020_26485,0.066,0.12,0.067,0.056,0.044,0.06,0.113,0.047,0.049,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K23536,general nucleoside transport system permease protein,rbsC-2,S,Branched-chain amino acid transport system / permease component,R7A2020_26485,5395275,5396201,927,-1,TRUE,FALSE,FALSE,998.1,850.3,463.9,1173.7,1339.6,1098.0,1239.2,788.9,1836.3,1999.7,873.3,763.5,512.0,1041.7,1146.3,1665.1,1113.548,-0.220,0.520,11.374,0.123,0.535,NA,NA
R7A2020_26490,0.076,0.103,0.05,0.049,0.052,0.065,0.113,0.059,0.066,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K23535,general nucleoside transport system permease protein,NA,S,Branched-chain amino acid transport system / permease component,R7A2020_26490,5396201,5397325,1125,-1,TRUE,FALSE,FALSE,933.1,3084.3,1738.1,1678.4,1343.1,3495.7,2586.5,1209.6,1976.7,1351.8,1048.7,3010.6,722.9,2141.6,3240.5,1283.3,1931.926,0.084,0.835,1.198,0.991,1.000,NA,NA
R7A2020_26495,0.047,0.091,0.044,0.042,0.035,0.052,0.092,0.043,0.034,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,BMP family ABC transporter substrate-binding protein,K07335,basic membrane protein A and related proteins,NA,S,ABC transporter substrate-binding protein PnrA-like,R7A2020_26495,5397344,5398471,1128,-1,TRUE,FALSE,FALSE,1471.0,760.8,824.6,1834.2,906.3,2203.9,952.1,692.6,1263.7,918.5,1333.2,1176.2,814.1,651.5,2111.5,1603.4,1222.949,-0.270,0.534,9.642,0.210,0.640,NA,NA
R7A2020_26500,0.078,0.108,0.063,0.046,0.041,0.066,0.129,0.061,0.051,0.066,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GntR family transcriptional regulator,NA,NA,NA,K,COG1802 Transcriptional regulators,R7A2020_26500,5398757,5399449,693,1,TRUE,FALSE,FALSE,1661.6,1190.5,1140.9,1220.8,889.1,600.2,778.3,1362.7,1560.5,525.1,1860.4,1075.2,906.4,728.5,1608.9,1424.0,1161.869,-1.040,0.535,7.184,0.410,0.795,NA,NA
R7A2020_26505,0.033,0.059,0.024,0.018,0.026,0.045,0.057,0.022,0.033,0.016,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,TetR/AcrR family transcriptional regulator,K16137,"TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon",NA,K,"Bacterial regulatory proteins, tetR family",R7A2020_26505,5399820,5400395,576,-1,TRUE,FALSE,FALSE,144.0,292.8,504.5,163.0,270.8,199.7,856.0,414.3,383.4,247.7,70.8,126.4,256.5,242.0,225.9,87.6,280.751,0.573,0.865,11.712,0.110,0.513,NA,NA
R7A2020_26510,0.068,0.116,0.06,0.044,0.051,0.051,0.103,0.055,0.044,0.043,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glutathione S-transferase,K00799,glutathione S-transferase [EC:2.5.1.18],NA,O,"Glutathione S-transferase, C-terminal domain",R7A2020_26510,5400500,5401186,687,1,TRUE,FALSE,FALSE,618.3,1012.3,973.6,683.5,938.1,1085.1,404.3,599.4,1403.3,673.0,1647.9,510.7,1638.4,706.5,455.4,1162.7,908.821,0.307,0.660,4.300,0.745,0.941,NA,NA
R7A2020_26515,0.069,0.132,0.08,0.054,0.059,0.082,0.123,0.058,0.064,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha/beta hydrolase,K00433,non-heme chloroperoxidase [EC:1.11.1.10],NA,I,"Serine aminopeptidase, S33",R7A2020_26515,5401283,5402254,972,1,TRUE,FALSE,FALSE,1396.2,1620.2,1355.2,1609.6,851.2,2688.8,1273.5,882.0,2496.4,2525.5,619.0,1093.1,2435.2,1267.5,1470.2,2440.3,1629.666,-0.159,0.520,11.937,0.103,0.500,NA,NA
R7A2020_26520,0.039,0.078,0.039,0.047,0.047,0.031,0.039,0.031,0.031,0.016,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26520,5402631,5402780,150,1,TRUE,FALSE,FALSE,194.8,22.1,167.3,43.5,226.1,274.2,46.1,89.9,4.2,96.1,151.0,8.4,43.6,132.0,20.3,113.4,102.278,1.889,1.617,3.003,0.885,NA,NA,NA
R7A2020_26525,0.061,0.107,0.058,0.041,0.055,0.074,0.094,0.039,0.05,0.03,NE,NE,NE,NE,NA,NE,NE,NE,NS-GR-ES,K,winged helix-turn-helix transcriptional regulator,NA,NA,NA,K,helix_turn_helix multiple antibiotic resistance protein,R7A2020_26525,5402927,5403352,426,1,TRUE,FALSE,FALSE,546.3,741.7,475.7,510.8,276.0,276.2,459.6,372.5,653.3,460.7,540.0,669.7,479.5,809.4,481.1,816.1,537.159,-1.246,0.569,7.230,0.405,0.792,NA,NA
R7A2020_26530,0.058,0.106,0.049,0.042,0.053,0.046,0.088,0.045,0.043,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NmrA family NAD(P)-binding protein,K19267,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],NA,GM,NmrA-like family,R7A2020_26530,5403419,5404312,894,1,TRUE,FALSE,FALSE,664.9,765.8,650.8,596.5,1264.8,245.4,777.0,664.7,533.1,686.3,814.1,521.3,1641.4,874.7,1696.2,1038.5,841.577,-0.869,0.645,7.503,0.378,0.775,NA,NA
R7A2020_26535,0.051,0.101,0.05,0.038,0.037,0.057,0.093,0.044,0.047,0.034,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,PLP-dependent aminotransferase family protein,K00375,GntR family transcriptional regulator / MocR family aminotransferase,NA,K,aminotransferase class I and II,R7A2020_26535,5404780,5406192,1413,-1,TRUE,FALSE,FALSE,1441.4,1078.8,1569.6,1457.5,822.0,856.5,990.3,2213.7,1375.6,2476.6,1134.6,1384.7,1545.1,1959.8,1145.1,946.7,1402.613,-0.331,0.454,10.349,0.170,0.595,NA,NA
R7A2020_26540,0.067,0.13,0.059,0.06,0.072,0.083,0.125,0.058,0.067,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,MFS transporter,NA,NA,NA,EGP,Major facilitator Superfamily,R7A2020_26540,5406275,5407447,1173,1,TRUE,FALSE,FALSE,1932.6,1776.1,1989.1,1411.6,3190.0,1510.3,2334.9,1448.3,2733.5,2077.3,1653.7,1015.1,3233.1,2508.4,1858.1,1536.6,2016.383,0.456,0.427,9.262,0.234,0.670,NA,NA
R7A2020_26545,0.052,0.093,0.048,0.043,0.037,0.054,0.1,0.052,0.035,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,dihydrofolate reductase,NA,NA,NA,H,RibD C-terminal domain,R7A2020_26545,5407477,5408019,543,1,TRUE,FALSE,FALSE,967.0,617.9,947.5,560.3,435.1,230.5,129.1,646.5,228.7,465.2,255.5,673.9,396.4,497.5,280.3,1003.4,523.207,-0.962,0.832,5.232,0.632,0.900,NA,NA
R7A2020_26550,0.025,0.041,0.025,0.016,0.021,0.029,0.041,0.016,0.025,0.025,NE,NE,NE,NE,NA,NE,NE,NS-TY-ES,NE,M,hypothetical protein,K16565,exopolysaccharide production repressor protein,NA,NA,NA,R7A2020_26550,5408629,5408913,285,-1,TRUE,FALSE,FALSE,266.8,621.9,230.0,108.7,105.8,486.9,142.2,170.2,84.9,150.9,159.1,149.5,14.2,113.2,374.1,29.4,201.254,0.542,1.211,6.653,0.466,0.828,NA,NA
R7A2020_26555,0.056,0.108,0.056,0.047,0.047,0.042,0.094,0.052,0.033,0.023,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26555,5409639,5409887,249,1,TRUE,FALSE,FALSE,326.1,102.6,104.5,219.8,56.7,311.0,60.6,39.6,384.2,118.3,166.1,168.5,251.4,51.8,82.5,167.2,163.570,0.543,1.171,4.111,0.767,NA,NA,NA
R7A2020_26560,0.018,0.064,0.024,0.025,0.029,0.035,0.052,0.026,0.01,0.021,NE,NE,NFR5-GD,NE,NA,NE,NE,NE,NE,K,N-acetyltransferase,NA,NA,NA,K,Acetyltransferase (GNAT) domain,R7A2020_26560,5410091,5410990,900,-1,FALSE,FALSE,FALSE,77.6,317.0,328.0,627.9,404.1,263.3,46.1,22.5,97.5,352.0,594.6,374.9,354.8,632.8,245.0,508.1,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_26565,0.048,0.11,0.062,0.052,0.04,0.046,0.078,0.044,0.041,0.025,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,acetylornithine deacetylase,K01438,acetylornithine deacetylase [EC:3.5.1.16],argE,E,Belongs to the peptidase M20A family. ArgE subfamily,argE,5411215,5412339,1125,1,TRUE,FALSE,FALSE,1341.1,1605.1,729.2,787.3,1027.5,1568.0,1270.8,555.6,1585.8,2311.7,1059.1,1122.5,1343.3,496.9,399.2,899.3,1133.016,0.984,0.569,11.898,0.104,0.503,NA,NA
R7A2020_26570,0.066,0.112,0.059,0.052,0.048,0.071,0.117,0.06,0.05,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glyoxylate/hydroxypyruvate reductase A,K12972,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],NA,EH,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",R7A2020_26570,5412350,5413273,924,1,TRUE,FALSE,FALSE,1737.8,1545.7,1372.2,1424.9,783.3,2000.2,1384.1,701.1,2209.6,548.7,672.4,2631.5,1019.9,1872.4,1507.9,940.2,1400.447,0.172,0.669,1.462,0.984,1.000,NA,NA
R7A2020_26575,0.066,0.096,0.046,0.053,0.05,0.056,0.099,0.036,0.056,0.03,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cupin domain-containing protein,K06995,uncharacterized protein,NA,S,Protein of unknown function (DUF861),R7A2020_26575,5413297,5413650,354,1,TRUE,FALSE,FALSE,302.1,562.5,618.2,445.6,517.6,413.4,860.0,240.8,346.4,252.9,310.1,83.2,651.9,978.9,104.0,1139.7,490.689,-0.434,0.920,6.148,0.523,0.855,NA,NA
R7A2020_26580,0.071,0.12,0.063,0.06,0.051,0.069,0.112,0.059,0.068,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aldehyde dehydrogenase,NA,NA,NA,C,belongs to the aldehyde dehydrogenase family,R7A2020_26580,5413801,5415264,1464,1,TRUE,FALSE,FALSE,2860.1,2381.9,1955.1,2358.3,1904.5,2821.0,2246.7,2195.5,2142.4,2089.9,2491.0,1217.3,1726.6,1856.9,821.8,2280.9,2089.580,0.592,0.455,3.929,0.788,0.957,NA,NA
R7A2020_26585,0.055,0.101,0.046,0.036,0.055,0.059,0.088,0.045,0.05,0.026,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,tartrate dehydrogenase,K07246,tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83],ttuC,CE,Isocitrate/isopropylmalate dehydrogenase,R7A2020_26585,5415275,5416318,1044,1,TRUE,FALSE,FALSE,752.4,2109.2,950.1,1339.1,1583.8,436.2,824.4,1994.2,1653.0,1373.3,468.0,2022.9,1667.8,1374.9,1534.2,2158.2,1393.443,-0.884,0.676,2.254,0.944,0.997,NA,NA
