locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym,NSTB_ii,NSGR_ii,NSTY_ii,WTTB_ii,WTGR_ii,WTTY_ii,TY_state,GR_state,TB_state,NS_ii,WT_ii,ES_state,ICE_state
R7A2020_30005,NA,IS1595 family transposase,NA,NA,NA,L,ISXO2-like transposase domain,R7A2020_30005,6190388,6191365,978,-1,TRUE,NA,NA,NA,0.010804322,0.020408163,0.040816327,NE,NE,NE,NA,0.073229292,NE,NE
R7A2020_30010,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30010,6191944,6192950,1007,-1,TRUE,NA,NA,NA,0.029171529,0.038506418,0.063010502,NE,NE,NE,NA,0.123687281,NE,NE
R7A2020_30015,NA,IS5 family transposase,K07492,putative transposase,NA,L,Transposase DDE domain,R7A2020_30015,6192995,6193791,797,-1,TRUE,NA,NA,NA,0.022091311,0.032400589,0.038291605,NE,NE,NE,NA,0.098674521,NE,NE
R7A2020_30020,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30020,6194225,6194798,574,-1,TRUE,NA,NA,NA,0.032719836,0.044989775,0.032719836,NE,NE,NE,NA,0.122699387,NE,NE
R7A2020_30025,NA,sarcosine oxidase subunit gamma,NA,NA,soxGe,E,"Sarcosine oxidase, gamma subunit family",R7A2020_30025,6194976,6195500,525,-1,TRUE,NA,NA,NA,0.024608501,0.026845638,0.035794183,NE,NE,NE,NA,0.093959732,NE,NE
R7A2020_30030,NA,sarcosine oxidase subunit alpha family protein,K22086,methylglutamate dehydrogenase subunit C [EC:1.5.99.5],soxA,C,2Fe-2S iron-sulfur cluster binding domain,R7A2020_30030,6195493,6198459,2967,-1,TRUE,NA,NA,NA,0.041220769,0.028933809,0.050733254,NE,NE,NE,NA,0.116131589,NE,NE
R7A2020_30035,NA,sarcosine oxidase subunit delta,K22085,methylglutamate dehydrogenase subunit B [EC:1.5.99.5],NA,E,"Sarcosine oxidase, delta subunit family",R7A2020_30035,6198459,6198734,276,-1,TRUE,NA,NA,NA,0.038135593,0.050847458,0.059322034,NE,NE,NE,NA,0.148305085,NE,NE
R7A2020_30040,NA,sarcosine oxidase subunit beta family protein,K22084,methylglutamate dehydrogenase subunit A [EC:1.5.99.5],soxB,E,"sarcosine oxidase, beta subunit",R7A2020_30040,6198753,6200003,1251,-1,TRUE,NA,NA,NA,0.041353383,0.031015038,0.041353383,NE,NE,NE,NA,0.109962406,NE,NE
R7A2020_30045,NA,GlxA family transcriptional regulator,NA,NA,glxA,K,DJ-1/PfpI family,R7A2020_30045,6200099,6201055,957,1,TRUE,NA,NA,NA,0.019631902,0.02208589,0.033128834,NE,NE,NE,NA,0.078527607,NE,NE
R7A2020_30050,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30050,6201107,6201747,641,1,TRUE,NA,NA,NA,0.036697248,0.029357798,0.047706422,NE,NE,NE,NA,0.117431193,NE,NE
R7A2020_30055,NA,IS3 family transposase,K07497,putative transposase,NA,L,Integrase core domain,R7A2020_30055,6202490,6203679,1190,1,TRUE,NA,NA,NA,0.024703557,0.028656126,0.043478261,NE,NE,NE,NA,0.096837945,NE,NE
R7A2020_30060,E,amino acid ABC transporter ATP-binding protein,K02028,polar amino acid transport system ATP-binding protein [EC:7.4.2.1],glnQ,E,ABC transporter,R7A2020_30060,6203795,6204538,744,-1,TRUE,NA,NA,NA,0.007898894,0.014218009,0.018957346,NE,NE,NE,NA,0.037914692,NE,NE
R7A2020_30065,E,amino acid ABC transporter permease,K02029,polar amino acid transport system permease protein,NA,E,"TIGRFAM amine acid ABC transporter, permease protein, 3-TM region, His Glu Gln Arg opine family",R7A2020_30065,6204658,6205632,975,-1,TRUE,NA,NA,NA,0.007228916,0.013253012,0.013253012,NE,NE,NE,NA,0.036144578,NE,NE
R7A2020_30070,E,transporter substrate-binding domain-containing protein,K02030,polar amino acid transport system substrate-binding protein,NA,ET,Bacterial periplasmic substrate-binding proteins,R7A2020_30070,6205694,6206527,834,-1,TRUE,NA,NA,NA,0.004225352,0.011267606,0.007042254,NE,NE,NE,NA,0.023943662,NE,ICE-ES
R7A2020_30075,NA,ISNCY-like element ISMlo5 family transposase,K07481,"transposase, IS5 family",NA,L,Transposase,R7A2020_30075,6207125,6208459,1335,1,TRUE,NA,NA,NA,0.017605634,0.028169014,0.036091549,NE,NE,NE,NA,0.076584507,NE,NE
R7A2020_30080,H,glycine C-acetyltransferase,K00639,glycine C-acetyltransferase [EC:2.3.1.29],kbl,H,Catalyzes the cleavage of 2-amino-3-ketobutyrate to glycine and acetyl-CoA,R7A2020_30080,6209326,6210555,1230,-1,TRUE,NA,NA,NA,0.006692161,0.01625239,0.019120459,NE,NE,NE,NA,0.043021033,NE,NE
R7A2020_30085,E,branched-chain amino acid transferase,NA,NA,NA,EH,Amino-transferase class IV,R7A2020_30085,6210625,6211584,960,-1,TRUE,NA,NA,NA,0,0.013480392,0.017156863,NE,NE,NE,NA,0.026960784,NE,ICE-TB-ES
R7A2020_30090,K,Lrp/AsnC family transcriptional regulator,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",NA,K,transcriptional regulator,R7A2020_30090,6211907,6212362,456,-1,TRUE,NA,NA,NA,0,0,0.005141388,NE,NE,NE,NA,0.005141388,NE,ICE-ES
R7A2020_30095,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_30095,6212762,6213003,242,1,TRUE,NA,NA,NA,0.004854369,0.019417476,0.033980583,NE,NE,NE,NA,0.04368932,NE,NE
R7A2020_30100,S,M24 family metallopeptidase,NA,NA,NA,E,COG0006 Xaa-Pro aminopeptidase,R7A2020_30100,6213111,6214268,1158,-1,TRUE,NA,NA,NA,0.007099391,0.015212982,0.02535497,NE,NE,NE,NA,0.043610548,NE,NE
R7A2020_30105,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30105,6214535,6214821,287,1,TRUE,NA,NA,NA,0.024489796,0.036734694,0.040816327,NE,NE,NE,NA,0.081632653,NE,NE
R7A2020_30110,S,MmgE/PrpD family protein,NA,NA,NA,S,MmgE/PrpD family,R7A2020_30110,6215001,6216401,1401,-1,TRUE,NA,NA,NA,0.010915197,0.016792611,0.020990764,NE,NE,NE,NA,0.043660789,NE,NE
R7A2020_30115,S,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,K07010,putative glutamine amidotransferase,NA,S,Peptidase C26,R7A2020_30115,6216603,6217313,711,-1,TRUE,NA,NA,NA,0.008264463,0.01322314,0.016528926,NE,NE,NE,NA,0.044628099,NE,NE
R7A2020_30120,E,aminopeptidase P family protein,NA,NA,NA,E,Metallopeptidase family M24,R7A2020_30120,6217335,6218471,1137,-1,TRUE,NA,NA,NA,0.007231405,0.013429752,0.017561983,NE,NE,NE,NA,0.042355372,NE,NE
R7A2020_30125,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30125,6219024,6219974,951,1,TRUE,NA,NA,NA,0.030902349,0.030902349,0.03461063,NE,NE,NE,NA,0.103831891,NE,NE
R7A2020_30130,NA,sarcosine oxidase subunit gamma,NA,NA,soxG,E,"Sarcosine oxidase, gamma subunit",R7A2020_30130,6220485,6221039,555,-1,TRUE,NA,NA,NA,0.025369979,0.016913319,0.052854123,NE,NE,NE,NA,0.086680761,NE,NE
R7A2020_30135,NA,sarcosine oxidase subunit alpha family protein,K22086,methylglutamate dehydrogenase subunit C [EC:1.5.99.5],soxA,E,Belongs to the GcvT family,R7A2020_30135,6221032,6223965,2934,-1,TRUE,NA,NA,NA,0.038076152,0.027655311,0.041683367,NE,NE,NE,NA,0.101803607,NE,NE
R7A2020_30140,NA,sarcosine oxidase subunit delta,K22085,methylglutamate dehydrogenase subunit B [EC:1.5.99.5],soxD,E,"Sarcosine oxidase, delta subunit",R7A2020_30140,6223962,6224252,291,-1,TRUE,NA,NA,NA,0.032258065,0.056451613,0.068548387,NE,NE,NE,NA,0.112903226,NE,NE
R7A2020_30145,NA,sarcosine oxidase subunit beta family protein,K22084,methylglutamate dehydrogenase subunit A [EC:1.5.99.5],soxB2,E,"Sarcosine oxidase, beta subunit",R7A2020_30145,6224260,6225510,1251,-1,TRUE,NA,NA,NA,0.04887218,0.02537594,0.053571429,NE,NE,NE,NA,0.120300752,NE,NE
R7A2020_30150,NA,IS110 family transposase,K07486,transposase,NA,L,COG3547 Transposase and inactivated derivatives,R7A2020_30150,6226605,6227642,1038,1,TRUE,NA,NA,NA,0.031674208,0.03280543,0.049773756,NE,NE,NE,NA,0.123303167,NE,NE
R7A2020_30155,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30155,6228119,6228961,843,-1,TRUE,NA,NA,NA,0.023709902,0.039051604,0.043235704,NE,NE,NE,NA,0.09762901,NE,NE
R7A2020_30160,E,diaminobutyrate--2-oxoglutarate transaminase,K00836,diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76],NA,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,ectB,6228951,6230210,1260,-1,TRUE,NA,NA,NA,0.011204482,0.007469655,0.014939309,NE,NE,NE,NA,0.0410831,NE,NE
R7A2020_30165,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30165,6230827,6231060,234,1,TRUE,NA,NA,NA,0.055,0.035,0.035,NE,NE,NE,NA,0.13,NE,NE
R7A2020_30170,NA,iron-sulfur cluster assembly accessory protein,NA,NA,hesB,S,Belongs to the HesB IscA family,R7A2020_30170,6231229,6231549,321,1,TRUE,NA,NA,NA,0.025641026,0.029304029,0.036630037,NE,NE,NE,NA,0.098901099,NE,NE
R7A2020_30175,NA,iron-sulfur cluster assembly scaffold protein,NA,NA,nifU,C,A scaffold on which IscS assembles Fe-S clusters. It is likely that Fe-S cluster coordination is flexible as the role of this complex is to build and then hand off Fe-S clusters,R7A2020_30175,6231576,6232037,462,1,TRUE,NA,NA,NA,0.015267176,0.012722646,0.027989822,NE,NE,NE,NA,0.053435115,NE,NE
R7A2020_30180,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30180,6232034,6232270,237,1,TRUE,NA,NA,NA,0.039408867,0.024630542,0.024630542,NE,NE,NE,NA,0.083743842,NE,NE
R7A2020_30185,NA,7-carboxy-7-deazaguanine synthase,K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],queE,H,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",queE,6232274,6232909,636,1,TRUE,NA,NA,NA,0.027675277,0.022140221,0.051660517,NE,NE,NE,NA,0.103321033,NE,NE
R7A2020_30190,NA,6-carboxytetrahydropterin synthase QueD,K01737,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],queD,H,6-pyruvoyl tetrahydropterin synthase,queD,6232906,6233259,354,1,TRUE,NA,NA,NA,0.036423841,0.016556291,0.039735099,NE,NE,NE,NA,0.109271523,NE,NE
R7A2020_30195,NA,7-cyano-7-deazaguanine synthase QueC,K06920,7-cyano-7-deazaguanine synthase [EC:6.3.4.20],queC,F,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),queC,6233264,6234001,738,1,TRUE,NA,NA,NA,0.020667727,0.022257552,0.047694754,NE,NE,NE,NA,0.089030207,NE,NE
R7A2020_30200,NA,LacI family DNA-binding transcriptional regulator,NA,NA,NA,K,"Bacterial regulatory proteins, lacI family",R7A2020_30200,6234487,6235527,1041,1,TRUE,NA,NA,NA,0.030508475,0.01920904,0.031638418,NE,NE,NE,NA,0.09039548,NE,NE
R7A2020_30205,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_30205,6235731,6236028,298,-1,TRUE,NA,NA,NA,0,0.031372549,0.058823529,NE,NE,NE,NA,0.078431373,NE,ICE-TB-ES
R7A2020_30210,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30210,6236575,6236994,420,1,TRUE,NA,NA,NA,0.030812325,0.022408964,0.028011204,NE,NE,NE,NA,0.084033613,NE,NE
R7A2020_30215,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30215,6237058,6237336,279,1,TRUE,NA,NA,NA,0.037656904,0.054393305,0.079497908,NE,NE,NE,NA,0.138075314,NE,NE
R7A2020_30220,NA,1-aminocyclopropane-1-carboxylate deaminase,K01505,1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7],acdS,E,"Catalyzes a cyclopropane ring-opening reaction, the irreversible conversion of 1-aminocyclopropane-1-carboxylate (ACC) to ammonia and alpha-ketobutyrate. Allows growth on ACC as a nitrogen source",R7A2020_30220,6237864,6238877,1014,-1,TRUE,NA,NA,NA,0.037079954,0.035921205,0.045191194,NE,NE,NE,NA,0.117033604,NE,NE
R7A2020_30225,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_30225,6239831,6239899,69,-1,TRUE,NA,NA,NA,0,0,0.016666667,NE,NE,NE,NA,0.016666667,NE,SHORT
R7A2020_30230,NA,exopolysaccharide repressor protein,K16565,exopolysaccharide production repressor protein,NA,U,Exopolysaccharide production repressor,R7A2020_30230,6240170,6240490,321,-1,TRUE,NA,NA,NA,0.010989011,0.025641026,0.032967033,NE,NE,NE,NA,0.047619048,NE,NE
R7A2020_30235,C,ferredoxin III,NA,NA,rnfB,C,Ferredoxin III,fdxB,6240528,6240845,318,-1,TRUE,NA,NA,NA,0.014705882,0.022058824,0.014705882,NE,NE,NE,NA,0.055147059,NE,NE
R7A2020_30240,NA,hypothetical protein,NA,NA,NA,C,small protein containing a coiled-coil domain,R7A2020_30240,6240842,6241045,204,-1,TRUE,NA,NA,NA,0.022988506,0.017241379,0.034482759,NE,NE,NE,NA,0.068965517,NE,NE
R7A2020_30245,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30245,6241071,6241477,407,-1,TRUE,NA,NA,NA,0.017291066,0.020172911,0.031700288,NE,NE,NE,NA,0.069164265,NE,NE
R7A2020_30250,NA,class I tRNA ligase family protein,K01874,methionyl-tRNA synthetase [EC:6.1.1.10],NA,J,Belongs to the class-I aminoacyl-tRNA synthetase family,R7A2020_30250,6242605,6244605,2001,-1,TRUE,NA,NA,NA,0.025279248,0.021164021,0.045855379,NE,NE,NE,NA,0.099353322,NE,NE
R7A2020_30255,Q,phytanoyl-CoA dioxygenase family protein,K21195,2-aminoethylphosphonate dioxygenase [EC:1.14.11.46],NA,Q,Phytanoyl-CoA dioxygenase (PhyH),R7A2020_30255,6244933,6245712,780,-1,TRUE,NA,NA,NA,0.006033183,0.004524887,0.004524887,NE,NE,NE,NA,0.021116139,NE,ICE-ES
R7A2020_30260,NA,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,K03897,lysine N6-hydroxylase [EC:1.14.13.59],NA,Q,COG3486 Lysine ornithine N-monooxygenase,R7A2020_30260,6246474,6247778,1305,-1,TRUE,NA,NA,NA,0.014414414,0.01981982,0.036036036,NE,NE,NE,NA,0.065765766,NE,NE
R7A2020_30265,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30265,6248535,6248863,329,1,TRUE,NA,NA,NA,0.024911032,0.024911032,0.035587189,NE,NE,NE,NA,0.088967972,NE,NE
R7A2020_30270,M,hypothetical protein,NA,NA,gmd,M,Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose,R7A2020_30270,6248802,6249011,210,1,TRUE,NA,NA,NA,0.033519553,0.005586592,0.027932961,NE,NE,NE,NA,0.078212291,NE,NE
R7A2020_30275,NA,radical SAM/SPASM domain-containing protein,NA,NA,NA,S,Iron-sulfur cluster-binding domain,R7A2020_30275,6249154,6250200,1047,-1,TRUE,NA,NA,NA,0.008978676,0.024691358,0.03030303,NE,NE,NE,NA,0.061728395,NE,NE
R7A2020_30280,NA,acetoacetate decarboxylase,K01574,acetoacetate decarboxylase [EC:4.1.1.4],adc,Q,Catalyzes the conversion of acetoacetate to acetone and carbon dioxide,R7A2020_30280,6251209,6251952,744,1,TRUE,NA,NA,NA,0.044233807,0.023696682,0.058451817,NE,NE,NE,NA,0.115323855,NE,NE
R7A2020_30285,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30285,6251977,6252378,402,1,TRUE,NA,NA,NA,0.038011696,0.035087719,0.014619883,NE,NE,NE,NA,0.093567251,NE,NE
R7A2020_30290,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30290,6253097,6253711,615,-1,TRUE,NA,NA,NA,0.045801527,0.032442748,0.04389313,NE,NE,NE,NA,0.108778626,NE,NE
R7A2020_30295,NA,universal stress protein,NA,NA,NA,T,Universal stress protein,R7A2020_30295,6253897,6254784,888,-1,TRUE,NA,NA,NA,0.033068783,0.027777778,0.055555556,NE,NE,NE,NA,0.108465608,NE,NE
R7A2020_30300,NA,response regulator transcription factor,NA,NA,NA,KT,response regulator,R7A2020_30300,6254883,6255668,786,-1,TRUE,NA,NA,NA,0.049327354,0.020926756,0.052316891,NE,NE,NE,NA,0.13303438,NE,NE
R7A2020_30305,NA,NifX-associated nitrogen fixation protein,NA,NA,NA,S,nitrogen fixation protein,R7A2020_30305,6255693,6256172,480,-1,TRUE,NA,NA,NA,0.041666667,0.022058824,0.031862745,NE,NE,NE,NA,0.102941176,NE,NE
R7A2020_30310,NA,nitrogen fixation protein NifX,K02596,nitrogen fixation protein NifX,nifX,S,TIGRFAM nitrogen fixation protein NifX,nifX,6256190,6256687,498,-1,TRUE,NA,NA,NA,0.042352941,0.035294118,0.037647059,NE,NE,NE,NA,0.105882353,NE,NE
R7A2020_30315,NA,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,K02592,nitrogenase molybdenum-iron protein NifN,nifN,C,Belongs to the NifD NifK NifE NifN family,nifN,6256653,6258035,1383,-1,TRUE,NA,NA,NA,0.038265306,0.030612245,0.041666667,NE,NE,NE,NA,0.108843537,NE,NE
R7A2020_30320,NA,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,K02587,nitrogenase molybdenum-cofactor synthesis protein NifE,nifE,C,Belongs to the NifD NifK NifE NifN family,nifE,6258045,6259535,1491,-1,TRUE,NA,NA,NA,0.033123028,0.029179811,0.043375394,NE,NE,NE,NA,0.106466877,NE,NE
R7A2020_30325,NA,nitrogenase molybdenum-iron protein subunit beta,K02591,nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],nifK,C,This molybdenum-iron protein is part of the nitrogenase complex that catalyzes the key enzymatic reactions in nitrogen fixation,nifK,6259596,6261137,1542,-1,TRUE,NA,NA,NA,0.035087719,0.022883295,0.034324943,NE,NE,NE,NA,0.095347063,NE,NE
R7A2020_30330,NA,nitrogenase molybdenum-iron protein alpha chain,K02586,nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],nifD,C,Nitrogenase molybdenum-iron protein alpha chain,nifD,6261265,6262770,1506,-1,TRUE,NA,NA,NA,0.039032006,0.021077283,0.044496487,NE,NE,NE,NA,0.107728337,NE,NE
R7A2020_30335,NA,nitrogenase iron protein,K02588,nitrogenase iron protein NifH,nifH,P,"Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The L component serves as a unique electron donor to the NB-component of the complex, and binds Mg-ATP",nifH,6262875,6263768,894,-1,TRUE,NA,NA,NA,0.038107753,0.026281209,0.048620237,NE,NE,NE,NA,0.107752957,NE,NE
R7A2020_30340,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30340,6264788,6265093,306,1,TRUE,NA,NA,NA,0.003831418,0.011494253,0.022988506,NE,NE,NE,NA,0.034482759,NE,NE
R7A2020_30345,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30345,6265114,6265644,531,1,TRUE,NA,NA,NA,0.008849558,0.022123894,0.024336283,NE,NE,NE,NA,0.057522124,NE,NE
R7A2020_30350,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30350,6265878,6266754,877,1,TRUE,NA,NA,NA,0.036144578,0.024096386,0.045515395,NE,NE,NE,NA,0.104417671,NE,NE
R7A2020_30355,NA,IS66 family insertion sequence hypothetical protein,K07483,transposase,NA,L,Transposase,R7A2020_30355,6266767,6267213,447,1,TRUE,NA,NA,NA,0.028871391,0.041994751,0.034120735,NE,NE,NE,NA,0.102362205,NE,NE
R7A2020_30360,NA,IS66 family insertion sequence element accessory protein TnpB,K07484,transposase,NA,L,IS66 Orf2 like protein,tnpB,6267210,6267566,357,1,TRUE,NA,NA,NA,0.039344262,0.02295082,0.045901639,NE,NE,NE,NA,0.098360656,NE,NE
R7A2020_30365,NA,IS66 family transposase,K07484,transposase,NA,S,zinc-finger binding domain of transposase IS66,R7A2020_30365,6267676,6269154,1479,1,TRUE,NA,NA,NA,0.04050834,0.027799841,0.050039714,NE,NE,NE,NA,0.115965052,NE,NE
R7A2020_30370,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30370,6269169,6269300,132,1,TRUE,NA,NA,NA,0.044247788,0.03539823,0.026548673,NE,NE,NE,NA,0.097345133,NE,NE
R7A2020_30375,L,DNA adenine methylase,K06223,DNA adenine methylase [EC:2.1.1.72],dam2,L,N6 adenine-specific DNA methyltransferase,R7A2020_30375,6269352,6270236,885,-1,TRUE,NA,NA,NA,0.019920319,0.018592297,0.029216467,NE,NE,NE,NA,0.069057105,NE,NE
R7A2020_30380,HYP,hypothetical protein,NA,NA,NA,K,chromosome segregation,R7A2020_30380,6270304,6271572,1269,-1,TRUE,NA,NA,NA,0.005555556,0.014814815,0.023148148,NE,NE,NE,NA,0.042592593,NE,NE
R7A2020_30385,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30385,6271655,6271831,177,1,TRUE,NA,NA,NA,0,0,0.006578947,NE,NE,NE,NA,0.013157895,NE,SHORT
R7A2020_30390,NA,phosphonate C-P lyase system protein PhnL,K05780,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37],phnL,P,phosphonate C-P lyase system protein PhnL,phnL,6272330,6273049,720,-1,TRUE,NA,NA,NA,0.02124183,0.014705882,0.039215686,NE,NE,NE,NA,0.076797386,NE,NE
R7A2020_30395,NA,phosphonate metabolism protein PhnM,K06162,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63],phnM,P,Amidohydrolase family,phnM,6273079,6274284,1206,-1,TRUE,NA,NA,NA,0.025341131,0.024366472,0.039961014,NE,NE,NE,NA,0.081871345,NE,NE
R7A2020_30400,NA,phosphonate C-P lyase system protein PhnK,K05781,putative phosphonate transport system ATP-binding protein,phnK,P,phosphonate C-P lyase system protein PhnK,phnK,6274285,6275082,798,-1,TRUE,NA,NA,NA,0.023529412,0.029411765,0.022058824,NE,NE,NE,NA,0.077941176,NE,NE
R7A2020_30405,NA,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase PhnJ,K06163,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1],phnJ,P,Phosphonate metabolism protein PhnJ,R7A2020_30405,6275079,6276029,951,-1,TRUE,NA,NA,NA,0.024721879,0.017305315,0.027194067,NE,NE,NE,NA,0.065512979,NE,NE
R7A2020_30410,NA,carbon-phosphorus lyase complex subunit PhnI,K06164,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37],NA,P,Phosphonate,R7A2020_30410,6276026,6277132,1107,-1,TRUE,NA,NA,NA,0.00955414,0.023354565,0.021231423,NE,NE,NE,NA,0.054140127,NE,NE
R7A2020_30415,P,phosphonate C-P lyase system protein PhnH,K06165,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37],phnH,P,Bacterial phosphonate metabolism protein (PhnH),phnH,6277133,6277738,606,-1,TRUE,NA,NA,NA,0.009689922,0.015503876,0.021317829,NE,NE,NE,NA,0.044573643,NE,NE
R7A2020_30420,P,phosphonate C-P lyase system protein PhnG,K06166,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37],phnG,P,Phosphonate metabolism protein PhnG,phnG,6277735,6278157,423,-1,TRUE,NA,NA,NA,0.022222222,0.016666667,0.030555556,NE,NE,NE,NA,0.083333333,NE,NE
R7A2020_30425,K,phosphonate metabolism transcriptional regulator PhnF,K02043,"GntR family transcriptional regulator, phosphonate transport system regulatory protein",NA,K,UTRA,phnF,6278428,6279129,702,-1,TRUE,NA,NA,NA,0.001675042,0.006700168,0.016750419,NE,NE,NE,NA,0.028475712,NE,NE
R7A2020_30430,F,alkaline phosphatase family protein,NA,NA,NA,S,Type I phosphodiesterase / nucleotide pyrophosphatase,R7A2020_30430,6279198,6280397,1200,-1,TRUE,NA,NA,NA,0.003921569,0.010784314,0.025490196,NE,NE,NE,NA,0.043137255,NE,NE
R7A2020_30435,E,ATP-binding cassette domain-containing protein,K02032,peptide/nickel transport system ATP-binding protein,appF,E,Belongs to the ABC transporter superfamily,R7A2020_30435,6280453,6281481,1029,-1,TRUE,NA,NA,NA,0.007990868,0.010273973,0.014840183,NE,NE,NE,NA,0.03196347,NE,NE
R7A2020_30440,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,oppD,P,Belongs to the ABC transporter superfamily,R7A2020_30440,6281478,6282494,1017,-1,TRUE,NA,NA,NA,0.011547344,0.025404157,0.02886836,NE,NE,NE,NA,0.071593533,NE,NE
R7A2020_30445,E,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,NA,E,"Bacterial extracellular solute-binding proteins, family 5 Middle",R7A2020_30445,6282530,6284017,1488,-1,TRUE,NA,NA,NA,0.007109005,0.020537125,0.015007899,NE,NE,NE,NA,0.04107425,NE,NE
R7A2020_30450,P,ABC transporter permease,K02034,peptide/nickel transport system permease protein,oppC-2,P,"ABC-type dipeptide oligopeptide nickel transport systems, permease components",R7A2020_30450,6284115,6285017,903,-1,TRUE,NA,NA,NA,0.006510417,0.016927083,0.0234375,NE,NE,NE,NA,0.049479167,NE,NE
R7A2020_30455,P,ABC transporter permease,K02033,peptide/nickel transport system permease protein,NA,P,Binding-protein-dependent transport system inner membrane component,R7A2020_30455,6285020,6285931,912,-1,TRUE,NA,NA,NA,0.006443299,0.014175258,0.019329897,NE,NE,NE,NA,0.042525773,NE,NE
R7A2020_30460,K,phosphonate metabolism transcriptional regulator PhnF,K02043,"GntR family transcriptional regulator, phosphonate transport system regulatory protein",NA,K,UTRA,phnF,6286645,6287346,702,-1,TRUE,NA,NA,NA,0.006700168,0.005025126,0.021775544,NE,NE,NE,NA,0.035175879,NE,NE
R7A2020_30465,S,class I SAM-dependent methyltransferase,NA,NA,NA,Q,methyltransferase,R7A2020_30465,6287746,6288522,777,-1,TRUE,NA,NA,NA,0.004531722,0.003021148,0.004531722,NE,NE,NE,NA,0.013595166,NE,ICE-ES
R7A2020_30470,PSEUDO,pseudogene,NA,NA,NA,NA,NA,nifH,6288876,6289066,191,-1,TRUE,NA,NA,NA,0.018404908,0.006134969,0.018404908,NE,NE,NE,NA,0.036809816,NE,NE
R7A2020_30475,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,K04720,threonine-phosphate decarboxylase [EC:4.1.1.81],cobD,E,Aminotransferase class I and II,R7A2020_30475,6289687,6291396,1710,-1,TRUE,NA,NA,NA,0.015130674,0.01650619,0.026134801,NE,NE,NE,NA,0.05914718,NE,NE
